dataset,subject,modality,font,condition,block_id,n_seq,n_samples,asym,sym
Talia,S02,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S02.csv,3,25532,0.07657207233003446,2.244275362851719
Talia,S03,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S03.csv,3,25532,0.07535055714348951,1.8664193050935864
Talia,S04,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S04.csv,3,25532,0.45361905700216687,0.7215032664438089
Talia,S05,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S05_icf.csv,3,25532,0.1066037363683184,1.8151178290653562
Talia,S06,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S06_icf.csv,3,25532,0.31047871926178533,3.0636462587863207
Talia,S07,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S07_icf.csv,3,25532,0.08342236497749884,1.4858832829114463
Talia,S08,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S08.csv,3,25532,-0.037815016280445785,1.0614207559782598
Talia,S09,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S09.csv,3,25532,0.08915039741744599,0.9599567330959771
Talia,S10,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S10.csv,3,25532,0.24892147371752393,2.3899962293605013
Talia,S11,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S11.csv,3,25532,0.04742368031293153,1.120528648296992
Talia,S12,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S12.csv,3,25532,0.20909253176715636,1.6570034672816594
Talia,S13,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S13.csv,3,25532,0.037713239279886096,2.666833421629336
Talia,S14,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S14.csv,3,25532,-0.05599550613098676,1.008064805633492
Talia,S15,Dig,10F/S,Control,epb_22_rr_ich_ch68_epm_bbpf_bc_NumberShape_S15.csv,3,25532,0.09047981299873856,1.9937821375206115
Talia,S01,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S01.csv,3,25532,-0.13078010910087162,1.6640133046441608
Talia,S02,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S02.csv,3,25532,-0.01036958417130842,1.686598791844315
Talia,S03,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S03.csv,3,25532,0.08927939118196565,2.1159160780823894
Talia,S04,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S04.csv,3,25532,0.0868153973068628,0.6379227046337392
Talia,S05,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S05_icf.csv,3,25532,0.20829651960068277,1.792217817881869
Talia,S06,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S06_icf.csv,3,25532,0.12790665682405233,2.189684432620804
Talia,S07,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S07_icf.csv,3,25532,-0.004425565401713058,1.3875008310294814
Talia,S08,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S08.csv,3,25532,-0.027815377857122153,0.8014765889901254
Talia,S09,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S09.csv,3,25532,-0.03451682213279936,0.823902657876412
Talia,S10,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S10.csv,3,25532,0.10567899731298289,1.5867808835787904
Talia,S11,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S11.csv,3,25532,0.05148616826368702,0.9512468679911561
Talia,S12,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S12.csv,3,25532,0.18285465871708262,1.0373023549715676
Talia,S13,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S13.csv,3,25532,0.07728576008230448,1.1971794860437512
Talia,S14,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S14.csv,3,25532,0.22172894054609868,1.180113652928008
Talia,S15,Dig,10F/M,Control,epb_23_rr_ich_ch68_epm_bbpf_bc_NumberShape_S15.csv,3,25532,0.15228472898403805,1.6333627559037671
Talia,S01,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S01.csv,3,25532,-0.11167395715084341,1.6900147175830271
Talia,S02,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S02.csv,3,25532,0.2789808824761874,1.4636548413998551
Talia,S03,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S03.csv,3,25532,0.07963599575062592,2.0207120797907314
Talia,S04,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S04.csv,3,25532,0.25084100425657296,0.8616822183960013
Talia,S05,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S05_icf.csv,3,25532,0.18050475004646516,2.3274683934739895
Talia,S06,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S06_icf.csv,3,25532,0.3644164140439696,2.1779905589711337
Talia,S07,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S07_icf.csv,3,25532,0.2615753432942761,1.177191635593772
Talia,S08,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S08.csv,3,25532,-0.029382347594946616,1.266174908210006
Talia,S09,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S09.csv,3,25532,0.19257531449612644,1.3781676206530795
Talia,S10,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S10.csv,3,25532,0.15991069842129946,1.077063154739638
Talia,S11,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S11.csv,3,25532,0.37760262098163366,1.0685460716485977
Talia,S12,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S12.csv,3,25532,0.15407480527129438,1.5658677466627622
Talia,S13,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S13.csv,3,25532,0.13791763513452476,1.6325131164242825
Talia,S14,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S14.csv,3,25532,0.3201161369474398,1.0787597165132563
Talia,S15,Dig,20F/HD,Control,epb_24_rr_ich_ch68_epm_bbpf_bc_NumberShape_S15.csv,3,25532,0.1178605801736315,1.4599133277725842
