dataset,elec,z,t,p,q,elec_idx
Angelique,F4,-0.22392333333333336,-1.2986694383190622,0.20428960156060447,0.7609050897907192,39
Angelique,F6,-0.3209066666666666,-1.8844823919856057,0.06955879944804108,0.5468345636164069,40
Angelique,F8,-0.10493999999999999,-0.6132934942677013,0.5444628622188332,0.8861298483951902,41
Angelique,FT8,-0.08091666666666665,-0.4543367755284458,0.6529689351649056,0.888131484386368,42
Angelique,FC6,-0.016966666666666626,-0.10154321160652822,0.9198181009379119,0.9632850944222228,43
Angelique,FC4,-0.1241733333333333,-0.7173354529669128,0.4789057484016725,0.8569892339819404,44
Angelique,FC2,0.039719999999999984,0.2473944364664541,0.8063461540010799,0.9293481096961599,45
Angelique,FCz,-0.25410333333333335,-1.5696226059767437,0.12735113476230792,0.7465441066345854,46
Angelique,Cz,-0.058596666666666644,-0.2944794908622336,0.7704892329823277,0.9293481096961599,47
Angelique,C2,0.022523333333333343,0.11188081648757406,0.9116887229142786,0.9632850944222228,48
Angelique,C4,-0.11867333333333334,-0.6514956029775091,0.5198565740018674,0.8861298483951902,49
Angelique,C6,-0.09047999999999999,-0.49114311903283475,0.6270217131863387,0.888131484386368,50
Angelique,T8,0.47025333333333336,2.6824236935758843,0.011940754389818849,0.4898667479319846,51
Angelique,TP8,0.35592999999999997,1.8646864959979084,0.07237516283158328,0.5468345636164069,52
Angelique,CP6,-0.2642999999999999,-1.4649223789823427,0.15370025724829697,0.7465441066345854,53
Angelique,CP4,0.08143000000000004,0.4087749907300885,0.6857078671043347,0.8966949031364376,54
Angelique,CP2,-0.12986,-0.7318064861511325,0.4701596278961655,0.8569892339819404,55
Angelique,P2,-0.059496666666666635,-0.34296003691189736,0.7341022230565448,0.9076172939608191,56
Angelique,P4,-0.2504966666666667,-1.366458214945041,0.1822974079047542,0.7609050897907192,57
Angelique,P6,-0.06437999999999998,-0.34706443934377934,0.7310489743082996,0.9076172939608191,58
Angelique,P8,0.40058666666666665,2.0411668540072,0.05042745934593959,0.4898667479319846,59
Angelique,P10,0.28826999999999997,1.3354962728735325,0.1921021096558837,0.7609050897907192,60
Angelique,PO8,0.21594333333333332,1.091571672288741,0.28400761443062567,0.7609050897907192,61
Angelique,PO4,-0.13344666666666669,-0.7239278610253237,0.4749098212616392,0.8569892339819404,62
Angelique,O2,-0.08564999999999995,-0.47432116021490617,0.6388230702036236,0.888131484386368,63
Angelique,PO9,-0.08976,-0.5539459430088906,0.583862404776441,0.888131484386368,64
Angelique,I1,-0.18134333333333336,-0.9936071901348581,0.32863287397607444,0.7705874286335539,65
Angelique,I2,0.002699999999999973,0.0150186812490911,0.9881201270739498,0.9977825638626647,66
Angelique,PO10,0.11616999999999998,0.6457312325053008,0.5235304417786303,0.8861298483951902,67
Talia,Fp1,0.5645733333333334,3.1709007025782285,0.0068030188202024425,0.1542017599245887,0
Talia,AF7,0.2232333333333333,1.1101182197719406,0.2856520625145882,0.7470900096535383,1
Talia,AF3,0.2811333333333333,1.2871880563243818,0.21890333298367398,0.7408032129841271,2
Talia,F1,-0.12756,-0.6002035270439315,0.5579617327608433,0.8218476236601373,3
Talia,F3,-0.39289333333333337,-2.0790498339149805,0.056477167733498215,0.7408032129841271,4
Talia,F5,-0.32523333333333326,-1.452733550581937,0.16834181366959966,0.7408032129841271,5
Talia,F7,-0.1336266666666667,-0.5029583166482917,0.6228130841708637,0.8218476236601373,6
Talia,FT7,0.36625333333333343,1.3636874555807292,0.194192194735016,0.7408032129841271,7
Talia,FC5,-0.4958066666666666,-2.169487672706794,0.047749715450356764,0.7408032129841271,8
Talia,FC3,0.10695999999999999,0.4427229199188314,0.664729695607464,0.8218476236601373,9
Talia,FC1,-0.29674666666666655,-1.1625788367919352,0.2644354626417414,0.7408032129841271,10
Talia,C1,0.07131333333333333,0.3411077787319584,0.7380876557060964,0.8741403607492708,11
Talia,C3,-0.16140000000000002,-0.5950395311391197,0.5613123521821056,0.8218476236601373,12
Talia,C5,0.10980000000000002,0.4818398764659038,0.6373650134679009,0.8218476236601373,13
Talia,T7,0.0456666666666667,0.19637115885440118,0.8471416450538002,0.9053605763534419,14
Talia,TP7,-0.30762,-1.3383714798082278,0.20210665327236377,0.7408032129841271,15
Talia,CP5,-0.14684666666666668,-0.5420250578100666,0.5963234911283353,0.8218476236601373,16
Talia,CP3,0.007406666666666628,0.02921885833896912,0.9771024826932777,0.9858098357711623,17
Talia,CP1,0.2781866666666667,1.1949002307377814,0.2519764619241209,0.7408032129841271,18
Talia,P1,0.2641533333333333,1.0059148200900385,0.33152693594296295,0.7785966791884708,19
Talia,P3,-0.008626666666666649,-0.0350964596051996,0.9724983246465307,0.9858098357711623,20
Talia,P5,0.2997733333333334,1.29825828194624,0.2151789287675677,0.7408032129841271,21
Talia,P7,0.4078533333333334,1.8384637763412917,0.08730124690752777,0.7408032129841271,22
Talia,P9,0.27206,0.9768831417448245,0.3452061933062016,0.7785966791884708,23
Talia,PO7,0.3155333333333334,1.1819950700209665,0.2568955883961107,0.7408032129841271,24
Talia,PO3,0.16167333333333334,0.6542727139569986,0.5235394054659317,0.8218476236601373,25
Talia,O1,0.3887933333333333,1.5997044312326565,0.13198145662619645,0.7408032129841271,26
Talia,Iz,-0.10703333333333337,-0.36106114002342365,0.7234440188785056,0.8741403607492708,27
Talia,Oz,0.3407799999999999,1.5958492906189594,0.13284173370088434,0.7408032129841271,28
Talia,POz,0.08429333333333337,0.30792334824071993,0.7626742087946048,0.8790143423395446,29
Talia,Pz,-0.04099333333333333,-0.17640147546790746,0.862504879665917,0.9053605763534419,30
Talia,CPz,0.62566,3.488901029902928,0.0036140565795147782,0.12287792370350246,31
Talia,Fpz,0.7401533333333334,4.5694794216070775,0.0004371500114492185,0.029726200778546857,32
Talia,Fp2,0.13270666666666667,0.5139755503304742,0.6152854246858979,0.8218476236601373,33
Talia,AF8,-0.1805533333333333,-0.673532693443133,0.511575384088149,0.8218476236601373,34
Talia,AF4,0.3428333333333333,1.6929664166777822,0.11258603992916963,0.7408032129841271,35
Talia,AFz,0.32294666666666666,1.422033440709754,0.1769119506555005,0.7408032129841271,36
Talia,Fz,0.23751333333333333,1.0771287685960078,0.29963379543840013,0.7546332625856004,37
Talia,F2,0.10588,0.4586749775272831,0.6535073331086142,0.8218476236601373,38
Talia,F4,0.14040000000000005,0.5362863006204692,0.600178899097745,0.8218476236601373,39
Talia,F6,0.1571,0.6007698277646953,0.5575949508429473,0.8218476236601373,40
Talia,F8,-0.09522666666666667,-0.482520238435413,0.6368937288638417,0.8218476236601373,41
Talia,FT8,0.24158666666666673,0.8884698407531652,0.3892983395942354,0.7785966791884708,42
Talia,FC6,-0.2974,-1.142637904937557,0.27235412242063495,0.7408032129841271,43
Talia,FC4,0.21668666666666664,0.8040139390223767,0.43482940320287045,0.8213444282720886,44
Talia,FC2,0.07164666666666666,0.2598997999269981,0.7987242440717276,0.8903811245389751,45
Talia,FCz,-0.16259333333333328,-0.5606442065983603,0.5839017394112325,0.8218476236601373,46
Talia,Cz,0.3150533333333334,1.4070826245443566,0.18121446733274865,0.7408032129841271,47
Talia,C2,0.20050666666666667,0.8956613235701754,0.385574973137405,0.7785966791884708,48
Talia,C4,0.26292666666666664,0.9192840053808212,0.3735149506864641,0.7785966791884708,49
Talia,C6,-0.15010666666666672,-0.539261687169886,0.5981784138616021,0.8218476236601373,50
Talia,T8,-0.22821333333333332,-0.8981258230569452,0.3843045590828436,0.7785966791884708,51
