dataset,subject,elec_idx,elec,z,p
Angelique,S05,63,O2,-1.9919,0.97656
Angelique,S05,64,PO9,-0.0806,0.50781
Angelique,S05,65,I1,-0.3999,0.60156
Angelique,S05,66,I2,-0.5943,0.71094
Angelique,S05,67,PO10,-0.3061,0.64844
Angelique,S07,0,Fp1,-0.6375,0.58594
Angelique,S07,1,AF7,0.8055,0.22656
Angelique,S07,2,AF3,1.2771,0.13281
Angelique,S07,3,F1,1.0644,0.19531
Angelique,S07,4,F3,1.3855,0.10156
Angelique,S07,5,F5,1.1721,0.10156
Angelique,S07,6,F7,1.5432,0.07031
Angelique,S07,7,FT7,2.1303,0.00781
Angelique,S07,8,FC5,1.5191,0.08594
Angelique,S07,9,FC3,1.6417,0.03906
Angelique,S07,10,FC1,0.9112,0.17969
Angelique,S07,11,C1,1.5604,0.02344
Angelique,S07,12,C3,1.5588,0.05469
Angelique,S07,13,C5,1.7164,0.03906
Angelique,S07,14,T7,1.7746,0.03906
Angelique,S07,15,TP7,2.2039,0.00781
Angelique,S07,16,CP5,2.1871,0.00781
Angelique,S07,17,CP3,0.9432,0.25781
Angelique,S07,18,CP1,1.1119,0.16406
Angelique,S07,19,P1,-0.3994,0.61719
Angelique,S07,20,P3,0.9647,0.19531
Angelique,S07,21,P5,1.2429,0.13281
Angelique,S07,22,P7,0.9759,0.16406
Angelique,S07,23,P9,0.5467,0.32031
Angelique,S07,24,PO7,0.763,0.21094
Angelique,S07,25,PO3,-0.2106,0.57031
Angelique,S07,26,O1,-0.1637,0.53906
Angelique,S07,27,Iz,0.931,0.22656
Angelique,S07,28,Oz,1.0993,0.19531
Angelique,S07,29,POz,-0.012,0.50781
Angelique,S07,30,Pz,-1.4873,0.91406
Angelique,S07,31,CPz,1.9941,0.02344
Angelique,S07,32,Fpz,-0.1302,0.55469
Angelique,S07,33,Fp2,-0.1523,0.52344
Angelique,S07,34,AF8,1.6171,0.03906
Angelique,S07,35,AF4,0.913,0.19531
Angelique,S07,36,AFz,-0.5269,0.69531
Angelique,S07,37,Fz,0.3917,0.36719
Angelique,S07,38,F2,0.4225,0.38281
Angelique,S07,39,F4,1.6526,0.03906
Angelique,S07,40,F6,1.4939,0.08594
Angelique,S07,41,F8,1.3372,0.10156
Angelique,S07,42,FT8,1.2452,0.11719
Angelique,S07,43,FC6,0.8873,0.19531
Angelique,S07,44,FC4,1.8162,0.03906
Angelique,S07,45,FC2,-0.6595,0.71094
Angelique,S07,46,FCz,-0.8339,0.77344
Angelique,S07,47,Cz,0.8323,0.19531
Angelique,S07,48,C2,0.4133,0.38281
Angelique,S07,49,C4,1.7832,0.03906
Angelique,S07,50,C6,1.9484,0.02344
Angelique,S07,51,T8,1.0507,0.14844
Angelique,S07,52,TP8,1.9724,0.02344
Angelique,S07,53,CP6,1.6583,0.05469
Angelique,S07,54,CP4,1.4642,0.07031
Angelique,S07,55,CP2,1.8369,0.05469
Angelique,S07,56,P2,0.8307,0.13281
Angelique,S07,57,P4,0.8095,0.25781
Angelique,S07,58,P6,1.6491,0.05469
Angelique,S07,59,P8,1.7901,0.03906
Angelique,S07,60,P10,1.4822,0.07031
Angelique,S07,61,PO8,1.6838,0.07031
Angelique,S07,62,PO4,1.6357,0.05469
Angelique,S07,63,O2,1.6432,0.08594
Angelique,S07,64,PO9,0.3405,0.38281
Angelique,S07,65,I1,0.6722,0.28906
Angelique,S07,66,I2,1.5222,0.10156
Angelique,S07,67,PO10,1.608,0.08594
Angelique,S08,0,Fp1,1.1424,0.14844
Angelique,S08,1,AF7,0.7931,0.30469
Angelique,S08,2,AF3,0.6331,0.25781
Angelique,S08,3,F1,1.8165,0.03906
Angelique,S08,4,F3,0.529,0.30469
Angelique,S08,5,F5,0.4391,0.35156
Angelique,S08,6,F7,1.9308,0.00781
Angelique,S08,7,FT7,0.9642,0.22656
Angelique,S08,8,FC5,-0.4971,0.64844
Angelique,S08,9,FC3,1.6513,0.03906
Angelique,S08,10,FC1,1.1024,0.11719
Angelique,S08,11,C1,0.3583,0.36719
Angelique,S08,12,C3,1.3436,0.11719
Angelique,S08,13,C5,-0.4079,0.66406
Angelique,S08,14,T7,-0.0688,0.52344
Angelique,S08,15,TP7,-0.1569,0.55469
Angelique,S08,16,CP5,-0.4579,0.63281
Angelique,S08,17,CP3,-0.5196,0.69531
Angelique,S08,18,CP1,0.3579,0.42969
Angelique,S08,19,P1,0.514,0.32031
Angelique,S08,20,P3,1.4159,0.07031
Angelique,S08,21,P5,-0.7463,0.72656
Angelique,S08,22,P7,0.9036,0.21094
Angelique,S08,23,P9,1.2366,0.14844
Angelique,S08,24,PO7,0.8147,0.24219
Angelique,S08,25,PO3,0.5675,0.28906
Angelique,S08,26,O1,0.8906,0.19531
Angelique,S08,27,Iz,0.728,0.25781
Angelique,S08,28,Oz,0.926,0.21094
Angelique,S08,29,POz,0.4598,0.28906
Angelique,S08,30,Pz,0.7241,0.25781
Angelique,S08,31,CPz,0.5843,0.28906
Angelique,S08,32,Fpz,-0.0736,0.50781
Angelique,S08,33,Fp2,0.08,0.47656
Angelique,S08,34,AF8,0.0515,0.46094
Angelique,S08,35,AF4,0.6538,0.25781
Angelique,S08,36,AFz,0.4745,0.28906
Angelique,S08,37,Fz,0.8656,0.21094
Angelique,S08,38,F2,0.4864,0.33594
Angelique,S08,39,F4,0.8112,0.32031
Angelique,S08,40,F6,-0.0285,0.50781
Angelique,S08,41,F8,0.2219,0.46094
Angelique,S08,42,FT8,0.218,0.42969
Angelique,S08,43,FC6,-0.2146,0.57031
Angelique,S08,44,FC4,-0.3877,0.63281
Angelique,S08,45,FC2,0.5641,0.30469
Angelique,S08,46,FCz,2.0557,0.00781
Angelique,S08,47,Cz,0.5257,0.28906
Angelique,S08,48,C2,1.4454,0.03906
Angelique,S08,49,C4,-0.2694,0.58594
Angelique,S08,50,C6,-0.827,0.77344
Angelique,S08,51,T8,0.2642,0.39844
Angelique,S08,52,TP8,-0.1283,0.55469
Angelique,S08,53,CP6,-1.1485,0.82031
Angelique,S08,54,CP4,-2.056,0.99219
Angelique,S08,55,CP2,-0.92,0.82031
Angelique,S08,56,P2,0.4008,0.38281
Angelique,S08,57,P4,-0.4342,0.64844
Angelique,S08,58,P6,-1.5994,0.94531
Angelique,S08,59,P8,-0.7184,0.77344
Angelique,S08,60,P10,2.0884,0.00781
Angelique,S08,61,PO8,0.6894,0.41406
Angelique,S08,62,PO4,0.559,0.33594
Angelique,S08,63,O2,1.1107,0.14844
Angelique,S08,64,PO9,1.4681,0.10156
Angelique,S08,65,I1,1.1881,0.11719
Angelique,S08,66,I2,1.2162,0.10156
Angelique,S08,67,PO10,-0.427,0.63281
Angelique,S09,0,Fp1,-0.8784,0.61719
Angelique,S09,1,AF7,-1.1849,0.89844
Angelique,S09,2,AF3,0.2298,0.38281
Angelique,S09,3,F1,2.1119,0.02344
Angelique,S09,4,F3,1.3351,0.10156
Angelique,S09,5,F5,0.1325,0.46094
Angelique,S09,6,F7,-0.4828,0.67969
Angelique,S09,7,FT7,1.4665,0.07031
Angelique,S09,8,FC5,0.4779,0.35156
Angelique,S09,9,FC3,1.4797,0.07031
Angelique,S09,10,FC1,2.0345,0.02344
Angelique,S09,11,C1,1.4408,0.08594
Angelique,S09,12,C3,1.7601,0.00781
Angelique,S09,13,C5,-1.651,0.96094
Angelique,S09,14,T7,-0.3439,0.60156
Angelique,S09,15,TP7,0.6171,0.27344
Angelique,S09,16,CP5,0.5664,0.30469
Angelique,S09,17,CP3,0.9036,0.24219
Angelique,S09,18,CP1,1.4028,0.08594
Angelique,S09,19,P1,0.3835,0.36719
Angelique,S09,20,P3,1.463,0.08594
Angelique,S09,21,P5,0.7926,0.25781
Angelique,S09,22,P7,-0.0229,0.50781
Angelique,S09,23,P9,1.0986,0.16406
Angelique,S09,24,PO7,1.2262,0.14844
Angelique,S09,25,PO3,-1.3045,0.88281
Angelique,S09,26,O1,0.9279,0.19531
Angelique,S09,27,Iz,0.9593,0.17969
Angelique,S09,28,Oz,1.0419,0.16406
Angelique,S09,29,POz,0.2715,0.42969
Angelique,S09,30,Pz,-0.6572,0.63281
Angelique,S09,31,CPz,1.1588,0.13281
Angelique,S09,32,Fpz,0.1251,0.42969
Angelique,S09,33,Fp2,-0.9847,0.80469
Angelique,S09,34,AF8,-0.3576,0.66406
Angelique,S09,35,AF4,-0.8945,0.80469
Angelique,S09,36,AFz,1.1592,0.13281
Angelique,S09,37,Fz,1.6769,0.03906
Angelique,S09,38,F2,0.3384,0.39844
Angelique,S09,39,F4,1.2972,0.10156
Angelique,S09,40,F6,0.7014,0.32031
Angelique,S09,41,F8,0.9321,0.21094
Angelique,S09,42,FT8,1.8784,0.02344
Angelique,S09,43,FC6,1.3123,0.08594
Angelique,S09,44,FC4,1.1256,0.17969
Angelique,S09,45,FC2,1.354,0.13281
Angelique,S09,46,FCz,1.9823,0.00781
Angelique,S09,47,Cz,2.2392,0.00781
Angelique,S09,48,C2,2.0828,0.02344
Angelique,S09,49,C4,0.3501,0.38281
Angelique,S09,50,C6,1.1885,0.14844
Angelique,S09,51,T8,0.1836,0.41406
Angelique,S09,52,TP8,0.6607,0.27344
Angelique,S09,53,CP6,-0.7864,0.80469
Angelique,S09,54,CP4,0.0855,0.46094
Angelique,S09,55,CP2,-0.2207,0.58594
Angelique,S09,56,P2,-1.8434,0.97656
Angelique,S09,57,P4,0.8904,0.21094
Angelique,S09,58,P6,0.4302,0.35156
Angelique,S09,59,P8,-1.0593,0.78906
Angelique,S09,60,P10,0.9596,0.24219
Angelique,S09,61,PO8,1.4115,0.10156
Angelique,S09,62,PO4,1.2043,0.14844
Angelique,S09,63,O2,0.4009,0.36719
Angelique,S09,64,PO9,1.5009,0.07031
Angelique,S09,65,I1,1.2252,0.10156
Angelique,S09,66,I2,0.21,0.44531
Angelique,S09,67,PO10,-0.0478,0.52344
Angelique,S10,0,Fp1,-0.4199,0.66406
Angelique,S10,1,AF7,-0.0881,0.53906
Angelique,S10,2,AF3,-1.1124,0.83594
Angelique,S10,3,F1,-1.4383,0.92969
Angelique,S10,4,F3,-0.7147,0.77344
Angelique,S10,5,F5,-0.3727,0.61719
Angelique,S10,6,F7,-0.607,0.71094
Angelique,S10,7,FT7,0.6674,0.27344
Angelique,S10,8,FC5,-0.0791,0.52344
Angelique,S10,9,FC3,-0.2437,0.55469
Angelique,S10,10,FC1,-0.8609,0.83594
Angelique,S10,11,C1,0.3516,0.42969
Angelique,S10,12,C3,0.0202,0.49219
Angelique,S10,13,C5,0.5978,0.28906
Angelique,S10,14,T7,1.29,0.11719
Angelique,S10,15,TP7,1.7231,0.03906
Angelique,S10,16,CP5,0.3926,0.33594
Angelique,S10,17,CP3,1.0023,0.21094
Angelique,S10,18,CP1,-0.3998,0.63281
Angelique,S10,19,P1,-1.3007,0.91406
Angelique,S10,20,P3,0.0834,0.44531
Angelique,S10,21,P5,0.3795,0.35156
Angelique,S10,22,P7,-0.6009,0.74219
Angelique,S10,23,P9,0.4958,0.32031
Angelique,S10,24,PO7,-1.1828,0.88281
Angelique,S10,25,PO3,-0.9839,0.77344
Angelique,S10,26,O1,-0.8199,0.75781
Angelique,S10,27,Iz,-1.2952,0.88281
Angelique,S10,28,Oz,-1.5232,0.89844
Angelique,S10,29,POz,-0.7655,0.72656
Angelique,S10,30,Pz,-0.3145,0.57031
Angelique,S10,31,CPz,0.3132,0.39844
Angelique,S10,32,Fpz,-0.2756,0.60156
Angelique,S10,33,Fp2,0.4134,0.47656
Angelique,S10,34,AF8,-0.1069,0.52344
Angelique,S10,35,AF4,-0.1679,0.63281
Angelique,S10,36,AFz,0.2559,0.41406
Angelique,S10,37,Fz,0.8276,0.17969
Angelique,S10,38,F2,-0.9027,0.78906
Angelique,S10,39,F4,-0.8366,0.66406
Angelique,S10,40,F6,0.0666,0.47656
Angelique,S10,41,F8,0.5308,0.36719
Angelique,S10,42,FT8,-0.0798,0.53906
Angelique,S10,43,FC6,1.0279,0.16406
Angelique,S10,44,FC4,1.9175,0.02344
Angelique,S10,45,FC2,0.1738,0.42969
Angelique,S10,46,FCz,0.217,0.42969
Angelique,S10,47,Cz,0.0239,0.49219
Angelique,S10,48,C2,0.0216,0.49219
Angelique,S10,49,C4,0.0643,0.47656
Angelique,S10,50,C6,-0.0052,0.50781
Angelique,S10,51,T8,0.1264,0.44531
Angelique,S10,52,TP8,0.4352,0.35156
Angelique,S10,53,CP6,1.0526,0.13281
Angelique,S10,54,CP4,-0.3398,0.63281
Angelique,S10,55,CP2,-1.064,0.85156
Angelique,S10,56,P2,-0.118,0.50781
Angelique,S10,57,P4,0.3166,0.41406
Angelique,S10,58,P6,0.6459,0.28906
Angelique,S10,59,P8,0.3491,0.47656
Angelique,S10,60,P10,-1.4168,0.92969
Angelique,S10,61,PO8,1.7727,0.02344
Angelique,S10,62,PO4,1.2371,0.11719
Angelique,S10,63,O2,1.2416,0.13281
Angelique,S10,64,PO9,1.0739,0.14844
Angelique,S10,65,I1,0.5626,0.30469
Angelique,S10,66,I2,-1.1141,0.85156
Angelique,S10,67,PO10,-0.3032,0.60156
Angelique,S11,0,Fp1,0.7011,0.28906
Angelique,S11,1,AF7,-0.4317,0.67969
Angelique,S11,2,AF3,-0.5683,0.67969
Angelique,S11,3,F1,-1.2498,0.86719
Angelique,S11,4,F3,-0.7321,0.74219
Angelique,S11,5,F5,0.4981,0.30469
Angelique,S11,6,F7,0.8689,0.33594
Angelique,S11,7,FT7,1.963,0.00781
Angelique,S11,8,FC5,0.4362,0.36719
Angelique,S11,9,FC3,-0.0629,0.55469
Angelique,S11,10,FC1,-1.3911,0.89844
Angelique,S11,11,C1,-0.8622,0.72656
Angelique,S11,12,C3,1.6468,0.03906
Angelique,S11,13,C5,1.6265,0.05469
Angelique,S11,14,T7,1.0861,0.14844
Angelique,S11,15,TP7,1.3222,0.10156
