subset,arm,op,subject,z,p,n_assignments
D1 all,ctrl,roi_rms,S24,1.0906251414916674,0.1640625,64
D1 all,ctrl,roi_rms,S25,0.8867661288772547,0.2109375,64
D1 all,ctrl,roi_rms,S26,1.9820965731320392,0.0078125,64
D1 all,ctrl,roi_rms,S27,-0.3464421919232616,0.6484375,64
D1 all,ctrl,roi_rms,S28,-0.050092927546818905,0.5078125,64
D1 all,ctrl,roi_rms,S29,0.6344245236324837,0.2734375,64
D1 all,ctrl,roi_rms,S31,1.5794263829480413,0.0390625,64
D1 all,ctrl,roi_rms,S32,-0.7384213533255286,0.6640625,64
D1 all,ctrl,roi_rms,S33,1.292423941334647,0.1328125,64
D1 all,ctrl,roi_rms,S34,-1.1102859496741082,0.8671875,64
D1 all,ctrl,roi_rms,S35,-1.6287007416944506,0.9765625,64
D1 all,ctrl,roi_rms,S37,0.08343715979585523,0.4453125,64
D1 all,ctrl,roi_rms,S38,0.8071365905294502,0.3046875,64
D2 digits,disc,roi_rms,S01,0.9573691721478296,0.15625,16
D2 digits,disc,roi_rms,S02,0.03040151386506678,0.46875,16
D2 digits,disc,roi_rms,S03,1.6781157932040356,0.03125,16
D2 digits,disc,roi_rms,S04,-1.6568835492714322,0.96875,16
D2 digits,disc,roi_rms,S05,0.5247234496979121,0.46875,16
D2 digits,disc,roi_rms,S06,-1.5271678691751271,0.96875,16
D2 digits,disc,roi_rms,S07,1.876356576675718,0.03125,16
D2 digits,disc,roi_rms,S08,1.3951716799932494,0.03125,16
D2 digits,disc,roi_rms,S09,1.63230808748799,0.03125,16
D2 digits,disc,roi_rms,S10,1.0260213255883572,0.15625,16
D2 digits,disc,roi_rms,S11,0.4236068373105555,0.34375,16
D2 digits,disc,roi_rms,S12,1.090804337252651,0.15625,16
D2 digits,disc,roi_rms,S13,1.086470608301797,0.21875,16
D2 digits,disc,roi_rms,S14,0.2630505354662629,0.46875,16
D2 digits,disc,roi_rms,S15,0.25091201834101,0.40625,16
D2 digits,ctrl,roi_rms,S01,0.07623447652936681,0.46875,16
D2 digits,ctrl,roi_rms,S02,-0.695271062349333,0.71875,16
D2 digits,ctrl,roi_rms,S03,1.1034317492038082,0.15625,16
D2 digits,ctrl,roi_rms,S04,-1.0419790613001876,0.78125,16
D2 digits,ctrl,roi_rms,S05,0.2151352561485253,0.40625,16
D2 digits,ctrl,roi_rms,S06,-0.6436663874916553,0.65625,16
D2 digits,ctrl,roi_rms,S07,-1.268394020407666,0.90625,16
D2 digits,ctrl,roi_rms,S08,-1.1981837223511167,0.84375,16
D2 digits,ctrl,roi_rms,S09,-0.3608869601155873,0.59375,16
D2 digits,ctrl,roi_rms,S10,1.0703042347223657,0.15625,16
D2 digits,ctrl,roi_rms,S11,1.2240993733024363,0.03125,16
D2 digits,ctrl,roi_rms,S12,-0.69063767293883,0.65625,16
D2 digits,ctrl,roi_rms,S13,-1.397133503601334,0.90625,16
D2 digits,ctrl,roi_rms,S14,0.9044469668104064,0.21875,16
D2 digits,ctrl,roi_rms,S15,-1.034448320103446,0.78125,16
D1 all,disc,tdca,S02,1.0895231498093083,0.203125,64
D1 all,disc,tdca,S03,1.7803551304717289,0.015625,64
D1 all,disc,tdca,S04,0.0535805707748487,0.390625,64
D1 all,disc,tdca,S05,0.5615462573766945,0.328125,64
D1 all,disc,tdca,S07,1.6827190853427243,0.046875,64
D1 all,disc,tdca,S08,0.0240378781205492,0.421875,64
D1 all,disc,tdca,S09,1.8948181517753708,0.046875,64
D1 all,disc,tdca,S10,1.1205409356019942,0.171875,64
D1 all,disc,tdca,S11,0.2996600696634658,0.421875,64
D1 all,disc,tdca,S13,1.3586763552149834,0.140625,64
D1 all,disc,tdca,S15,2.4950761862414645,0.046875,64
D1 all,disc,tdca,S16,1.793116148651234,0.078125,32
D1 all,disc,tdca,S18,1.1935498076876483,0.109375,64
D1 all,disc,tdca,S19,-0.4498481950402361,0.578125,64
D1 all,disc,tdca,S21,0.4621522896407926,0.390625,64
D1 all,disc,tdca,S22,0.9869675114552192,0.171875,64
D1 all,disc,tdca,S23,-0.1404207514628914,0.546875,64
D1 all,disc,tdca,S24,1.9479974938044375,0.046875,64
D1 all,disc,tdca,S25,0.9753252162882482,0.140625,64
D1 all,disc,tdca,S26,0.8426014376238449,0.171875,64
D1 all,disc,tdca,S27,0.1805325064519563,0.515625,64
D1 all,disc,tdca,S28,-0.3193309630247691,0.578125,64
D1 all,disc,tdca,S29,1.2123178506871943,0.109375,64
D1 all,disc,tdca,S31,0.6349673761521152,0.234375,64
D1 all,disc,tdca,S32,1.9643618077033096,0.046875,64
D1 all,disc,tdca,S33,-0.9926035195817444,0.796875,64
D1 all,disc,tdca,S34,1.6431203845066178,0.046875,64
D1 all,disc,tdca,S35,0.7910425194738789,0.203125,64
D1 all,disc,tdca,S37,0.671907419649853,0.296875,64
D1 all,disc,tdca,S38,0.6864540397887604,0.265625,64
D1 all,ctrl,tdca,S02,-0.6307186851988891,0.734375,64
D1 all,ctrl,tdca,S03,0.8278124203013103,0.234375,64
D1 all,ctrl,tdca,S04,0.0076327361943627,0.359375,64
D1 all,ctrl,tdca,S05,1.6937819348254333,0.046875,64
D1 all,ctrl,tdca,S07,-0.0342394434980854,0.484375,64
D1 all,ctrl,tdca,S08,1.5929610583053009,0.015625,64
D1 all,ctrl,tdca,S09,-0.3938823614466996,0.609375,64
D1 all,ctrl,tdca,S10,0.3599885130457031,0.390625,64
D1 all,ctrl,tdca,S11,0.4576096819489236,0.515625,64
D1 all,ctrl,tdca,S13,-0.1518182929908892,0.546875,64
D1 all,ctrl,tdca,S15,-0.1698083005688113,0.515625,64
D1 all,ctrl,tdca,S16,0.3217014093932025,0.328125,32
D1 all,ctrl,tdca,S18,0.0004186601915848,0.421875,64
D1 all,ctrl,tdca,S19,-2.28577000272696,0.984375,64
D1 all,ctrl,tdca,S21,-1.1628351780735962,0.859375,64
D1 all,ctrl,tdca,S22,-0.8664355846782881,0.765625,64
D1 all,ctrl,tdca,S23,1.3686161864335022,0.078125,64
D1 all,ctrl,tdca,S24,0.2298724519092138,0.484375,64
D1 all,ctrl,tdca,S25,-0.5169960753454123,0.671875,64
D1 all,ctrl,tdca,S26,0.7653326642633078,0.203125,64
D1 all,ctrl,tdca,S27,0.4219444565592212,0.359375,64
D1 all,ctrl,tdca,S28,-0.6649156922384457,0.640625,64
D1 all,ctrl,tdca,S29,-0.1313072970008156,0.609375,64
D1 all,ctrl,tdca,S31,-0.8770672011386826,0.765625,64
D1 all,ctrl,tdca,S32,-0.5256531601835611,0.609375,64
D1 all,ctrl,tdca,S33,1.3420518348996189,0.078125,64
D1 all,ctrl,tdca,S34,0.0184872381569583,0.421875,64
D1 all,ctrl,tdca,S35,-0.2769185549154547,0.546875,64
D1 all,ctrl,tdca,S37,0.9556026976671268,0.203125,64
D1 all,ctrl,tdca,S38,0.4478258378696807,0.234375,64
D1 all,disc,roi_tmpl,S02,0.359633002988126,0.453125,64
D1 all,disc,roi_tmpl,S03,2.2411093082026956,0.015625,64
D1 all,disc,roi_tmpl,S04,-0.8382193907808796,0.828125,64
D1 all,disc,roi_tmpl,S05,1.7804621573077772,0.015625,64
D1 all,disc,roi_tmpl,S07,1.6366715565990622,0.078125,64
D1 all,disc,roi_tmpl,S08,1.6235069709814225,0.046875,64
D1 all,disc,roi_tmpl,S09,1.5157207480004813,0.078125,64
D1 all,disc,roi_tmpl,S10,1.5348334549901284,0.046875,64
D1 all,disc,roi_tmpl,S11,1.6644270491026878,0.015625,64
D1 all,disc,roi_tmpl,S13,1.665282013076878,0.015625,64
D1 all,disc,roi_tmpl,S15,1.796524329531794,0.015625,64
D1 all,disc,roi_tmpl,S16,1.8003653883861246,0.015625,32
D1 all,disc,roi_tmpl,S18,1.52119609612233,0.078125,64
D1 all,disc,roi_tmpl,S19,0.5291196823537551,0.390625,64
D1 all,disc,roi_tmpl,S21,-1.0079017290365937,0.796875,64
D1 all,disc,roi_tmpl,S22,0.7442971022431919,0.265625,64
D1 all,disc,roi_tmpl,S23,-0.3996796812026151,0.671875,64
D1 all,disc,roi_tmpl,S24,1.535133413219681,0.078125,64
D1 all,disc,roi_tmpl,S25,0.4899166078634866,0.328125,64
D1 all,disc,roi_tmpl,S26,1.8569017170405369,0.015625,64
D1 all,disc,roi_tmpl,S27,-0.1060718618667299,0.546875,64
D1 all,disc,roi_tmpl,S28,-0.1664977252947743,0.578125,64
D1 all,disc,roi_tmpl,S29,1.4551073269703918,0.015625,64
D1 all,disc,roi_tmpl,S31,-0.1274401454309354,0.609375,64
D1 all,disc,roi_tmpl,S32,-0.6902002737938931,0.796875,64
D1 all,disc,roi_tmpl,S33,1.913529837915199,0.015625,64
D1 all,disc,roi_tmpl,S34,2.062254898928576,0.015625,64
D1 all,disc,roi_tmpl,S35,0.0079203223688147,0.578125,64
D1 all,disc,roi_tmpl,S37,0.7720242083452362,0.203125,64
D1 all,disc,roi_tmpl,S38,1.0165547143082017,0.140625,64
D1 all,ctrl,roi_tmpl,S02,0.381726207150048,0.421875,64
D1 all,ctrl,roi_tmpl,S03,0.6786165456843227,0.234375,64
D1 all,ctrl,roi_tmpl,S04,0.0625897131031041,0.359375,64
D1 all,ctrl,roi_tmpl,S05,0.9455413300283476,0.140625,64
D1 all,ctrl,roi_tmpl,S07,1.153690790349481,0.171875,64
D1 all,ctrl,roi_tmpl,S08,-0.9564971313164397,0.734375,64
D1 all,ctrl,roi_tmpl,S09,-1.8278969505945557,0.984375,64
D1 all,ctrl,roi_tmpl,S10,-0.989799141860593,0.796875,64
D1 all,ctrl,roi_tmpl,S11,-0.0448341097978462,0.546875,64
D1 all,ctrl,roi_tmpl,S13,-1.2836870255496395,0.890625,64
D1 all,ctrl,roi_tmpl,S15,1.71306331547343,0.046875,64
D1 all,ctrl,roi_tmpl,S16,-0.9720766577308486,0.796875,32
D1 all,ctrl,roi_tmpl,S18,-2.1474422461026412,0.984375,64
D1 all,ctrl,roi_tmpl,S19,0.61371916341338,0.296875,64
D1 all,ctrl,roi_tmpl,S21,1.8516067695441525,0.046875,64
D1 all,ctrl,roi_tmpl,S22,0.5081279579165492,0.328125,64
D1 all,ctrl,roi_tmpl,S23,-1.673626264591467,0.953125,64
D1 all,ctrl,roi_tmpl,S24,0.9182372654425964,0.234375,64
D1 all,ctrl,roi_tmpl,S25,-0.4583654338832544,0.671875,64
D1 all,ctrl,roi_tmpl,S26,-0.8135804341479221,0.765625,64
D1 all,ctrl,roi_tmpl,S27,1.429465997197518,0.046875,64
D1 all,ctrl,roi_tmpl,S28,-1.4168772818484192,0.890625,64
D1 all,ctrl,roi_tmpl,S29,-0.2120190120826758,0.671875,64
D1 all,ctrl,roi_tmpl,S31,1.6293811361530055,0.078125,64
D1 all,ctrl,roi_tmpl,S32,1.1587466097628074,0.140625,64
D1 all,ctrl,roi_tmpl,S33,1.3507861287348086,0.109375,64
D1 all,ctrl,roi_tmpl,S34,0.3130437534697435,0.359375,64
D1 all,ctrl,roi_tmpl,S35,0.5982315107715477,0.359375,64
D1 all,ctrl,roi_tmpl,S37,-2.245953001381118,0.984375,64
D1 all,ctrl,roi_tmpl,S38,-1.2716035178154526,0.890625,64
D2 digits,disc,tdca,S01,1.2286113543974355,0.0625,16
D2 digits,disc,tdca,S02,1.7936298556825023,0.0625,16
D2 digits,disc,tdca,S03,1.8615661547263216,0.0625,16
D2 digits,disc,tdca,S04,1.932921494865253,0.0625,16
D2 digits,disc,tdca,S05,1.2134415557024414,0.0625,16
D2 digits,disc,tdca,S06,1.470960022253315,0.0625,16
D2 digits,disc,tdca,S07,1.887442232339732,0.0625,16
D2 digits,disc,tdca,S08,1.8824976307332333,0.0625,16
D2 digits,disc,tdca,S09,2.000546424977838,0.0625,16
D2 digits,disc,tdca,S10,0.9888003683877588,0.0625,16
D2 digits,disc,tdca,S11,2.028008229898769,0.0625,16
D2 digits,disc,tdca,S12,1.8491901638153383,0.0625,16
D2 digits,disc,tdca,S13,1.8598544092996343,0.0625,16
D2 digits,disc,tdca,S14,2.1960276885488637,0.0625,16
D2 digits,disc,tdca,S15,1.8569034981092332,0.0625,16
D2 digits,ctrl,tdca,S01,-0.6302770629501957,0.6875,16
D2 digits,ctrl,tdca,S02,-0.4568764146838043,0.6875,16
D2 digits,ctrl,tdca,S03,-0.6314586866362232,0.6875,16
D2 digits,ctrl,tdca,S04,-0.162873126529035,0.6875,16
D2 digits,ctrl,tdca,S05,-0.0061729787848033,0.4375,16
D2 digits,ctrl,tdca,S06,-1.828038803835713,0.9375,16
D2 digits,ctrl,tdca,S07,0.1576896240222327,0.4375,16
D2 digits,ctrl,tdca,S08,-0.2998953760455207,0.5625,16
D2 digits,ctrl,tdca,S09,0.5563295300264619,0.3125,16
D2 digits,ctrl,tdca,S10,-0.480288926187119,0.6875,16
D2 digits,ctrl,tdca,S11,-1.2618836477383837,0.9375,16
D2 digits,ctrl,tdca,S12,0.8035576407842124,0.1875,16
D2 digits,ctrl,tdca,S13,0.9275383774958388,0.3125,16
D2 digits,ctrl,tdca,S14,-0.2025490539334896,0.4375,16
D2 digits,ctrl,tdca,S15,1.5016897407224554,0.0625,16
D2 digits,disc,roi_tmpl,S01,0.420839326807662,0.5625,16
D2 digits,disc,roi_tmpl,S02,-0.5309445994613975,0.5625,16
D2 digits,disc,roi_tmpl,S03,1.276369200247113,0.0625,16
D2 digits,disc,roi_tmpl,S04,1.446884748797588,0.0625,16
D2 digits,disc,roi_tmpl,S05,1.2513624542995836,0.0625,16
D2 digits,disc,roi_tmpl,S06,1.423166953074657,0.0625,16
D2 digits,disc,roi_tmpl,S07,1.6286085500646086,0.0625,16
D2 digits,disc,roi_tmpl,S08,1.4715162700108178,0.0625,16
D2 digits,disc,roi_tmpl,S09,1.458274965212743,0.0625,16
D2 digits,disc,roi_tmpl,S10,0.8803825483425509,0.1875,16
D2 digits,disc,roi_tmpl,S11,1.7374042429290475,0.0625,16
D2 digits,disc,roi_tmpl,S12,1.6526247733340014,0.0625,16
D2 digits,disc,roi_tmpl,S13,0.9900145213283668,0.0625,16
D2 digits,disc,roi_tmpl,S14,1.5276615138796314,0.0625,16
D2 digits,disc,roi_tmpl,S15,1.0668851068689766,0.0625,16
D2 digits,ctrl,roi_tmpl,S01,-0.9903963624442248,0.8125,16
D2 digits,ctrl,roi_tmpl,S02,-0.8580981661315661,0.8125,16
D2 digits,ctrl,roi_tmpl,S03,0.6418418749627111,0.3125,16
D2 digits,ctrl,roi_tmpl,S04,-0.7335814378352735,0.8125,16
D2 digits,ctrl,roi_tmpl,S05,-1.6593564063988562,0.9375,16
D2 digits,ctrl,roi_tmpl,S06,-1.4340031318904891,0.9375,16
D2 digits,ctrl,roi_tmpl,S07,0.3447099251809642,0.3125,16
D2 digits,ctrl,roi_tmpl,S08,0.9377679026409088,0.1875,16
D2 digits,ctrl,roi_tmpl,S09,-0.1659815195624364,0.5625,16
D2 digits,ctrl,roi_tmpl,S10,-1.458828022362079,0.9375,16
D2 digits,ctrl,roi_tmpl,S11,0.7634664902569471,0.3125,16
D2 digits,ctrl,roi_tmpl,S12,0.3025249265546401,0.4375,16
D2 digits,ctrl,roi_tmpl,S13,1.1267571382818578,0.1875,16
D2 digits,ctrl,roi_tmpl,S14,-0.7241510349440619,0.6875,16
D2 digits,ctrl,roi_tmpl,S15,-0.058661500545778,0.5625,16
