dataset,elec,z,t,p,q,elec_idx
Angelique,t00,0.22242333333333336,1.3778533922064529,0.1787887773675336,0.4986860256699911,0
Angelique,t01,0.17881333333333335,1.062574430366382,0.29674376918354556,0.4986860256699911,1
Angelique,t02,0.16255666666666665,0.9080009376575368,0.37136185473225,0.5368513867000236,2
Angelique,t03,0.15050666666666662,0.826906487232604,0.4150424352652543,0.5533899136870057,3
Angelique,t04,0.18898666666666672,1.0010420887776736,0.3250865076947041,0.507452109572221,4
Angelique,t05,0.23481333333333335,1.192129825034105,0.24287455933634602,0.4986860256699911,5
Angelique,t06,0.2173000000000001,1.073898053641743,0.2917231175308802,0.4986860256699911,6
Angelique,t07,0.20740666666666663,1.0368298176748785,0.30838374669543117,0.4986860256699911,7
Angelique,t08,0.22013000000000002,1.1345018141112932,0.2658750081132596,0.4986860256699911,8
Angelique,t09,0.19932999999999998,1.02966553660679,0.31167876604374445,0.4986860256699911,9
Angelique,t10,0.16110666666666668,0.8323742368208724,0.4120001867141646,0.5533899136870057,10
Angelique,t11,0.12791333333333332,0.6806423169894351,0.5014965131421216,0.6293289576685448,11
Angelique,t12,0.11936000000000001,0.6420377339260599,0.5258918076153282,0.6458306016376695,12
Angelique,t13,0.11281333333333336,0.6000764604597443,0.5531158992114783,0.6458306016376695,13
Angelique,t14,0.10342333333333335,0.5518427282114459,0.585283982734138,0.6458306016376695,14
Angelique,t15,0.07161,0.3937328240333357,0.6966584324018446,0.7431023278953008,15
Angelique,t16,0.060913333333333285,0.3463094146193581,0.7316102995145257,0.7675911339168795,16
Angelique,t17,0.09919666666666666,0.55983145671377,0.5798933623646557,0.6458306016376695,17
Angelique,t18,0.1561766666666667,0.8634659780966563,0.39496676366040057,0.5495189755275138,18
Angelique,t19,0.16658666666666674,0.8962984787128455,0.3774736312734541,0.5368513867000236,19
Angelique,t20,0.14198666666666665,0.738398618072089,0.4662063969973832,0.5967441881566505,20
Angelique,t21,0.1042066666666667,0.5558061691826575,0.582606476501661,0.6458306016376695,21
Angelique,t22,0.11567333333333331,0.6156340129050815,0.5429379606784922,0.6458306016376695,22
Angelique,t23,0.10805333333333333,0.5532155639069157,0.5843558814280438,0.6458306016376695,23
Angelique,t24,0.05956333333333329,0.2987551795050813,0.7672572522719423,0.7920074862161985,24
Angelique,t25,0.008033333333333314,0.041321138722453035,0.9673230635915273,0.9673230635915273,25
Angelique,t26,0.036206666666666686,0.19445283313355083,0.8471771344469273,0.8606243905492595,26
Angelique,t27,0.08786999999999998,0.4779730432011275,0.6362527737687962,0.6901725003593722,27
Angelique,t28,0.13521000000000002,0.7714532649926455,0.4466791532547053,0.5834176695571661,28
Angelique,t29,0.17789666666666673,1.1161535416149329,0.2735197119699242,0.4986860256699911,29
Angelique,t30,0.23690000000000003,1.5945433545982264,0.12165646523638193,0.4907621007182406,30
Angelique,t31,0.2799466666666666,1.8402882991093976,0.07598095530294473,0.4907621007182406,31
Angelique,t32,0.2732233333333333,1.7868159159326862,0.08442580393129041,0.4907621007182406,32
Angelique,t33,0.23523666666666668,1.4640457478886701,0.15393806095644588,0.4986860256699911,33
Angelique,t34,0.19580999999999996,1.155956815260382,0.25713370151123993,0.4986860256699911,34
Angelique,t35,0.2072733333333333,1.2552652672044122,0.21940360596455027,0.4986860256699911,35
Angelique,t36,0.2561533333333333,1.711946863269862,0.0975823905693211,0.4907621007182406,36
Angelique,t37,0.29324666666666666,2.122039981926544,0.04249921080481208,0.4907621007182406,37
Angelique,t38,0.30256,2.206106509146596,0.035452605366313734,0.4907621007182406,38
Angelique,t39,0.30100999999999994,2.0572923379413086,0.04874961975799183,0.4907621007182406,39
Angelique,t40,0.2985966666666667,1.8907846695990327,0.06868226735338355,0.4907621007182406,40
Angelique,t41,0.28222,1.6491962539577276,0.10989985176894024,0.4907621007182406,41
Angelique,t42,0.2662966666666667,1.5321296655115286,0.13632799924412325,0.4907621007182406,42
Angelique,t43,0.23027666666666663,1.3733945180772933,0.18015534158173008,0.4986860256699911,43
Angelique,t44,0.1881166666666667,1.1580360481808967,0.2562978517195503,0.4986860256699911,44
Angelique,t45,0.1856133333333334,1.1288519137518183,0.2682123422071746,0.4986860256699911,45
Angelique,t46,0.21448000000000006,1.294156691682323,0.20582291841410863,0.4986860256699911,46
Angelique,t47,0.23434999999999997,1.3711827340781237,0.18083623680043492,0.4986860256699911,47
Angelique,t48,0.23270666666666662,1.3222663709682365,0.19641408516984818,0.4986860256699911,48
Angelique,t49,0.19220999999999994,1.0500005406450816,0.3023896699336857,0.4986860256699911,49
Angelique,t50,0.17663333333333325,0.9200858354700355,0.36511854122177595,0.5368513867000236,50
Angelique,t51,0.21989333333333333,1.1186846139064528,0.2724558463216635,0.4986860256699911,51
Angelique,t52,0.2954833333333334,1.5677610339154002,0.12778514662903231,0.4907621007182406,52
Angelique,t53,0.34254,1.9775699172724595,0.057550685168804426,0.4907621007182406,53
Angelique,t54,0.3228666666666667,1.9838854288732006,0.056805901081732404,0.4907621007182406,54
