dataset,subject,block_id,Fp1,AF7,AF3,F1,F3,F5,F7,FT7,FC5,FC3,FC1,C1,C3,C5,T7,TP7,CP5,CP3,CP1,P1,P3,P5,P7,P9,PO7,PO3,O1,Iz,Oz,POz,Pz,CPz,Fpz,Fp2,AF8,AF4,AFz,Fz,F2,F4,F6,F8,FT8,FC6,FC4,FC2,FCz,Cz,C2,C4,C6,T8,TP8,CP6,CP4,CP2,P2,P4,P6,P8,P10,PO8,PO4,O2,PO9,I1,I2,PO10
Angelique,S02,epbin_Dig_1F_C1 21 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_Dig_1F_Par 11 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_Dig_20F_Atp_C1 23 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_Dig_20F_Atp_Par 13 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_Dig_20F_Std_C1 22 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_Dig_20F_Std_Par 12 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_NumWoGE_1F_C1 24 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_NumWoGE_1F_Par 14 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_NumWoGE_20F_Atp_C1 26 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
Angelique,S02,epbin_NumWoGE_20F_Atp_Par 16 rr icfilt ica ep1 but chanlocs chansel chanlabels S02.csv,-3.6251939704426612,-15.325649902209479,3.515956696438893,0.06710877014490199,1.4120799117338396,0.7507459003562721,1.4893489990985649,1.1333389914550802,2.931791094579434,-2.999454858449609,-5.839645845785337,-4.957646660330979,-5.568831707975283,2.415088645856638,10.314568104194189,4.381152024577521,0.26703665032840906,-1.9528950183298839,-3.6222196876319543,-1.067710721619896,-0.5266338046747748,1.0632071943279962,-2.9096387008332822,-8.116078992489914,-7.554738747899702,2.2181012715437967,-15.61570926695945,-6.074527218706455,-2.227105326817321,1.9217779119132798,-1.2974627566747226,-1.399734398468635,-8.117691438107261,-14.010513128038733,-12.814956235854964,-2.0528878540084157,-3.2245722946333824,-3.014792490532989,-6.156426006819254,-9.211263318156211,-5.364608413926592,-17.01155632164364,-1.8307821091562946,-4.575495068486153,-6.39228535118684,-4.671447554653096,-2.7100315847685,-6.410238972719915,-3.6710489687744023,1.632840756306931,-4.285480434661751,1.5176444906746673,6.21329342189994,6.538884413586903,1.8707681366735627,-0.4597755467024823,3.5651720156400586,3.346518893272471,11.934180600553255,23.34181814377057,31.416774016823542,28.63066558473834,7.0303571247428485,2.702570493965441,-19.156480288156136,-16.762029815729452,27.361696059899618,51.60075787263021
