dataset,subject,elec_idx,elec,z,p
Angelique,S05,57,P4,-1.2135,0.85156
Angelique,S05,58,P6,-0.8108,0.80469
Angelique,S05,59,P8,1.3656,0.08594
Angelique,S05,60,P10,1.2285,0.11719
Angelique,S05,61,PO8,0.1203,0.41406
Angelique,S05,62,PO4,0.1052,0.47656
Angelique,S05,63,O2,0.8087,0.35156
Angelique,S05,64,PO9,0.7788,0.22656
Angelique,S05,65,I1,-1.2499,0.89844
Angelique,S05,66,I2,0.4883,0.33594
Angelique,S05,67,PO10,0.2988,0.39844
Angelique,S07,0,Fp1,0.7101,0.28906
Angelique,S07,1,AF7,-0.1259,0.53906
Angelique,S07,2,AF3,0.9404,0.17969
Angelique,S07,3,F1,1.0452,0.17969
Angelique,S07,4,F3,-0.2147,0.58594
Angelique,S07,5,F5,1.3106,0.10156
Angelique,S07,6,F7,-1.247,0.85156
Angelique,S07,7,FT7,-1.3131,0.88281
Angelique,S07,8,FC5,0.6692,0.28906
Angelique,S07,9,FC3,-0.2385,0.60156
Angelique,S07,10,FC1,-0.2548,0.57031
Angelique,S07,11,C1,0.158,0.46094
Angelique,S07,12,C3,-0.4576,0.64844
Angelique,S07,13,C5,-1.0371,0.83594
Angelique,S07,14,T7,-0.083,0.53906
Angelique,S07,15,TP7,0.6694,0.27344
Angelique,S07,16,CP5,-2.0276,0.97656
Angelique,S07,17,CP3,-1.8822,0.96094
Angelique,S07,18,CP1,-0.389,0.55469
Angelique,S07,19,P1,-0.5692,0.67969
Angelique,S07,20,P3,-0.8391,0.75781
Angelique,S07,21,P5,1.1979,0.13281
Angelique,S07,22,P7,1.5366,0.07031
Angelique,S07,23,P9,1.4972,0.07031
Angelique,S07,24,PO7,1.3577,0.07031
Angelique,S07,25,PO3,-0.3685,0.74219
Angelique,S07,26,O1,0.3759,0.36719
Angelique,S07,27,Iz,1.2036,0.10156
Angelique,S07,28,Oz,0.3952,0.44531
Angelique,S07,29,POz,-0.3038,0.60156
Angelique,S07,30,Pz,0.7159,0.27344
Angelique,S07,31,CPz,0.1959,0.44531
Angelique,S07,32,Fpz,0.7552,0.24219
Angelique,S07,33,Fp2,-0.1085,0.55469
Angelique,S07,34,AF8,1.8054,0.00781
Angelique,S07,35,AF4,1.3671,0.10156
Angelique,S07,36,AFz,0.212,0.41406
Angelique,S07,37,Fz,0.3016,0.38281
Angelique,S07,38,F2,1.0618,0.16406
Angelique,S07,39,F4,1.2074,0.11719
Angelique,S07,40,F6,0.6893,0.30469
Angelique,S07,41,F8,1.2072,0.16406
Angelique,S07,42,FT8,0.6413,0.28906
Angelique,S07,43,FC6,1.7418,0.03906
Angelique,S07,44,FC4,1.1576,0.14844
Angelique,S07,45,FC2,-0.0608,0.50781
Angelique,S07,46,FCz,-0.2658,0.58594
Angelique,S07,47,Cz,0.3787,0.36719
Angelique,S07,48,C2,1.0768,0.16406
Angelique,S07,49,C4,1.1664,0.13281
Angelique,S07,50,C6,1.1743,0.13281
Angelique,S07,51,T8,-1.5909,0.96094
Angelique,S07,52,TP8,0.163,0.44531
Angelique,S07,53,CP6,0.4288,0.39844
Angelique,S07,54,CP4,1.7179,0.02344
Angelique,S07,55,CP2,0.9498,0.19531
Angelique,S07,56,P2,1.2316,0.13281
Angelique,S07,57,P4,1.0983,0.16406
Angelique,S07,58,P6,0.861,0.19531
Angelique,S07,59,P8,0.9914,0.16406
Angelique,S07,60,P10,0.4038,0.33594
Angelique,S07,61,PO8,0.8591,0.14844
Angelique,S07,62,PO4,-0.844,0.80469
Angelique,S07,63,O2,-0.0738,0.50781
Angelique,S07,64,PO9,1.8015,0.03906
Angelique,S07,65,I1,1.575,0.03906
Angelique,S07,66,I2,1.0363,0.21094
Angelique,S07,67,PO10,1.0028,0.19531
Angelique,S08,0,Fp1,-1.589,0.94531
Angelique,S08,1,AF7,-1.7244,0.96094
Angelique,S08,2,AF3,1.7734,0.02344
Angelique,S08,3,F1,0.9485,0.19531
Angelique,S08,4,F3,0.6066,0.27344
Angelique,S08,5,F5,0.4139,0.38281
Angelique,S08,6,F7,0.5238,0.33594
Angelique,S08,7,FT7,1.9788,0.02344
Angelique,S08,8,FC5,1.0942,0.14844
Angelique,S08,9,FC3,0.3782,0.38281
Angelique,S08,10,FC1,0.9243,0.21094
Angelique,S08,11,C1,-0.4843,0.64844
Angelique,S08,12,C3,-0.2483,0.58594
Angelique,S08,13,C5,0.0406,0.49219
Angelique,S08,14,T7,-0.557,0.71094
Angelique,S08,15,TP7,-0.0587,0.52344
Angelique,S08,16,CP5,-0.8421,0.77344
Angelique,S08,17,CP3,-0.3308,0.58594
Angelique,S08,18,CP1,1.2908,0.13281
Angelique,S08,19,P1,0.4082,0.36719
Angelique,S08,20,P3,0.7912,0.44531
Angelique,S08,21,P5,0.0733,0.47656
Angelique,S08,22,P7,-0.0583,0.50781
Angelique,S08,23,P9,0.1025,0.46094
Angelique,S08,24,PO7,0.1502,0.46094
Angelique,S08,25,PO3,0.6098,0.27344
Angelique,S08,26,O1,1.135,0.13281
Angelique,S08,27,Iz,0.5096,0.32031
Angelique,S08,28,Oz,1.3674,0.10156
Angelique,S08,29,POz,1.9068,0.00781
Angelique,S08,30,Pz,1.1506,0.14844
Angelique,S08,31,CPz,-0.5596,0.71094
Angelique,S08,32,Fpz,-0.0098,0.50781
Angelique,S08,33,Fp2,1.1903,0.11719
Angelique,S08,34,AF8,2.1523,0.00781
Angelique,S08,35,AF4,1.4549,0.07031
Angelique,S08,36,AFz,0.5082,0.35156
Angelique,S08,37,Fz,0.9787,0.16406
Angelique,S08,38,F2,0.8336,0.24219
Angelique,S08,39,F4,1.5382,0.05469
Angelique,S08,40,F6,-0.3549,0.61719
Angelique,S08,41,F8,1.1821,0.11719
Angelique,S08,42,FT8,0.8154,0.22656
Angelique,S08,43,FC6,1.113,0.14844
Angelique,S08,44,FC4,-0.1417,0.53906
Angelique,S08,45,FC2,0.2614,0.39844
Angelique,S08,46,FCz,0.5875,0.30469
Angelique,S08,47,Cz,0.3108,0.41406
Angelique,S08,48,C2,0.0853,0.46094
Angelique,S08,49,C4,0.2677,0.39844
Angelique,S08,50,C6,-0.3416,0.61719
Angelique,S08,51,T8,0.5982,0.28906
Angelique,S08,52,TP8,1.659,0.03906
Angelique,S08,53,CP6,-0.8861,0.80469
Angelique,S08,54,CP4,-1.4404,0.92969
Angelique,S08,55,CP2,-0.2218,0.52344
Angelique,S08,56,P2,-0.538,0.71094
Angelique,S08,57,P4,-0.3888,0.61719
Angelique,S08,58,P6,-0.2987,0.64844
Angelique,S08,59,P8,0.7469,0.24219
Angelique,S08,60,P10,1.6712,0.05469
Angelique,S08,61,PO8,0.6816,0.27344
Angelique,S08,62,PO4,1.0224,0.16406
Angelique,S08,63,O2,0.8579,0.21094
Angelique,S08,64,PO9,0.1299,0.44531
Angelique,S08,65,I1,0.5038,0.28906
Angelique,S08,66,I2,-0.0329,0.52344
Angelique,S08,67,PO10,-0.0053,0.50781
Angelique,S09,0,Fp1,0.2081,0.47656
Angelique,S09,1,AF7,-0.0355,0.52344
Angelique,S09,2,AF3,1.4237,0.08594
Angelique,S09,3,F1,-0.3425,0.67969
Angelique,S09,4,F3,0.7632,0.25781
Angelique,S09,5,F5,-0.7778,0.71094
Angelique,S09,6,F7,0.9611,0.24219
Angelique,S09,7,FT7,1.9903,0.02344
Angelique,S09,8,FC5,0.3805,0.35156
Angelique,S09,9,FC3,-0.7141,0.74219
Angelique,S09,10,FC1,-0.9858,0.78906
Angelique,S09,11,C1,-0.0692,0.55469
Angelique,S09,12,C3,0.6225,0.36719
Angelique,S09,13,C5,-1.1767,0.86719
Angelique,S09,14,T7,-1.0365,0.83594
Angelique,S09,15,TP7,0.2186,0.35156
Angelique,S09,16,CP5,1.3858,0.05469
Angelique,S09,17,CP3,-1.4396,0.96094
Angelique,S09,18,CP1,-0.3,0.67969
Angelique,S09,19,P1,0.0742,0.47656
Angelique,S09,20,P3,-0.3707,0.69531
Angelique,S09,21,P5,0.8845,0.25781
Angelique,S09,22,P7,-0.122,0.55469
Angelique,S09,23,P9,0.3746,0.47656
Angelique,S09,24,PO7,0.5204,0.46094
Angelique,S09,25,PO3,0.5345,0.39844
Angelique,S09,26,O1,-0.9063,0.78906
Angelique,S09,27,Iz,-1.7496,0.96094
Angelique,S09,28,Oz,-0.579,0.69531
Angelique,S09,29,POz,0.9444,0.24219
Angelique,S09,30,Pz,-0.0277,0.52344
Angelique,S09,31,CPz,-0.8329,0.75781
Angelique,S09,32,Fpz,1.0896,0.16406
Angelique,S09,33,Fp2,-0.0032,0.50781
Angelique,S09,34,AF8,-1.1598,0.86719
Angelique,S09,35,AF4,-1.6746,0.97656
Angelique,S09,36,AFz,0.5909,0.30469
Angelique,S09,37,Fz,-0.7832,0.78906
Angelique,S09,38,F2,0.8239,0.28906
Angelique,S09,39,F4,-0.0998,0.57031
Angelique,S09,40,F6,-0.0807,0.53906
Angelique,S09,41,F8,0.9649,0.27344
Angelique,S09,42,FT8,-0.2349,0.61719
Angelique,S09,43,FC6,0.1966,0.41406
Angelique,S09,44,FC4,1.3032,0.13281
Angelique,S09,45,FC2,-2.0577,0.99219
Angelique,S09,46,FCz,-0.9132,0.82031
Angelique,S09,47,Cz,-0.5322,0.67969
Angelique,S09,48,C2,-1.8762,0.97656
Angelique,S09,49,C4,-1.11,0.80469
Angelique,S09,50,C6,0.6307,0.32031
Angelique,S09,51,T8,-0.9057,0.77344
Angelique,S09,52,TP8,-1.3197,0.91406
Angelique,S09,53,CP6,0.4891,0.46094
Angelique,S09,54,CP4,-0.6534,0.75781
Angelique,S09,55,CP2,0.0145,0.49219
Angelique,S09,56,P2,0.6949,0.38281
Angelique,S09,57,P4,1.518,0.08594
Angelique,S09,58,P6,1.2982,0.10156
Angelique,S09,59,P8,0.1383,0.42969
Angelique,S09,60,P10,1.2492,0.11719
Angelique,S09,61,PO8,1.7924,0.02344
Angelique,S09,62,PO4,0.1906,0.36719
Angelique,S09,63,O2,0.0799,0.44531
Angelique,S09,64,PO9,0.3013,0.41406
Angelique,S09,65,I1,-0.8577,0.80469
Angelique,S09,66,I2,-1.3581,0.88281
Angelique,S09,67,PO10,0.1097,0.44531
Angelique,S10,0,Fp1,-0.9144,0.75781
Angelique,S10,1,AF7,1.2169,0.13281
Angelique,S10,2,AF3,-1.1984,0.88281
Angelique,S10,3,F1,-0.8494,0.75781
Angelique,S10,4,F3,-0.5361,0.67969
Angelique,S10,5,F5,-0.6193,0.67969
Angelique,S10,6,F7,0.7053,0.24219
Angelique,S10,7,FT7,0.4739,0.32031
Angelique,S10,8,FC5,-0.2639,0.63281
Angelique,S10,9,FC3,-2.0362,0.97656
Angelique,S10,10,FC1,-0.6891,0.55469
Angelique,S10,11,C1,-0.3721,0.63281
Angelique,S10,12,C3,-0.3084,0.58594
Angelique,S10,13,C5,-0.3778,0.63281
Angelique,S10,14,T7,0.0999,0.44531
Angelique,S10,15,TP7,1.1153,0.14844
Angelique,S10,16,CP5,-0.3719,0.61719
Angelique,S10,17,CP3,-0.7777,0.63281
Angelique,S10,18,CP1,-1.0357,0.80469
Angelique,S10,19,P1,-1.7647,0.96094
Angelique,S10,20,P3,-1.6116,0.96094
Angelique,S10,21,P5,-1.672,0.94531
Angelique,S10,22,P7,-0.9204,0.72656
Angelique,S10,23,P9,-1.1825,0.89844
Angelique,S10,24,PO7,-1.5403,0.94531
Angelique,S10,25,PO3,-1.6962,0.94531
Angelique,S10,26,O1,-0.5994,0.64844
Angelique,S10,27,Iz,0.9738,0.22656
Angelique,S10,28,Oz,1.1988,0.11719
Angelique,S10,29,POz,-0.074,0.53906
Angelique,S10,30,Pz,-1.0977,0.86719
Angelique,S10,31,CPz,-1.6909,0.97656
Angelique,S10,32,Fpz,-1.0888,0.82031
Angelique,S10,33,Fp2,-1.5617,0.96094
Angelique,S10,34,AF8,-0.602,0.69531
Angelique,S10,35,AF4,-0.2026,0.57031
Angelique,S10,36,AFz,-1.0198,0.83594
Angelique,S10,37,Fz,-1.0489,0.83594
Angelique,S10,38,F2,-0.4154,0.63281
Angelique,S10,39,F4,1.0361,0.13281
Angelique,S10,40,F6,0.6308,0.41406
Angelique,S10,41,F8,-0.4998,0.67969
Angelique,S10,42,FT8,0.9379,0.19531
Angelique,S10,43,FC6,0.9851,0.27344
Angelique,S10,44,FC4,1.12,0.17969
Angelique,S10,45,FC2,-0.8792,0.80469
Angelique,S10,46,FCz,-0.2753,0.60156
Angelique,S10,47,Cz,-1.0885,0.85156
Angelique,S10,48,C2,-1.4175,0.91406
Angelique,S10,49,C4,-1.4767,0.94531
Angelique,S10,50,C6,0.0866,0.47656
Angelique,S10,51,T8,-1.3587,0.89844
Angelique,S10,52,TP8,-0.1175,0.52344
Angelique,S10,53,CP6,-1.3233,0.88281
Angelique,S10,54,CP4,-1.0518,0.85156
Angelique,S10,55,CP2,-0.393,0.60156
Angelique,S10,56,P2,-1.0878,0.83594
Angelique,S10,57,P4,-1.4934,0.94531
Angelique,S10,58,P6,-0.9365,0.78906
