dataset,subject,elec_idx,elec,z,p
Angelique,S08,52,TP8,-0.1163,0.53906
Angelique,S08,53,CP6,0.8816,0.22656
Angelique,S08,54,CP4,0.8514,0.27344
Angelique,S08,55,CP2,-0.3812,0.63281
Angelique,S08,56,P2,0.0072,0.49219
Angelique,S08,57,P4,0.3767,0.41406
Angelique,S08,58,P6,0.1421,0.46094
Angelique,S08,59,P8,-0.0849,0.52344
Angelique,S08,60,P10,-0.9949,0.80469
Angelique,S08,61,PO8,0.9526,0.24219
Angelique,S08,62,PO4,0.6893,0.39844
Angelique,S08,63,O2,0.8752,0.25781
Angelique,S08,64,PO9,0.3158,0.38281
Angelique,S08,65,I1,0.0075,0.49219
Angelique,S08,66,I2,1.2563,0.13281
Angelique,S08,67,PO10,0.3112,0.44531
Angelique,S09,0,Fp1,0.777,0.22656
Angelique,S09,1,AF7,0.6991,0.27344
Angelique,S09,2,AF3,1.5091,0.07031
Angelique,S09,3,F1,1.462,0.07031
Angelique,S09,4,F3,1.6373,0.03906
Angelique,S09,5,F5,1.2747,0.10156
Angelique,S09,6,F7,0.4994,0.32031
Angelique,S09,7,FT7,0.3781,0.38281
Angelique,S09,8,FC5,0.3443,0.35156
Angelique,S09,9,FC3,1.9142,0.02344
Angelique,S09,10,FC1,1.7962,0.02344
Angelique,S09,11,C1,1.8033,0.02344
Angelique,S09,12,C3,1.9374,0.00781
Angelique,S09,13,C5,0.6024,0.28906
Angelique,S09,14,T7,-0.1102,0.53906
Angelique,S09,15,TP7,-0.1348,0.58594
Angelique,S09,16,CP5,0.5595,0.28906
Angelique,S09,17,CP3,1.4439,0.10156
Angelique,S09,18,CP1,1.162,0.13281
Angelique,S09,19,P1,0.9678,0.19531
Angelique,S09,20,P3,1.6133,0.05469
Angelique,S09,21,P5,1.2328,0.14844
Angelique,S09,22,P7,-0.5056,0.63281
Angelique,S09,23,P9,0.3556,0.38281
Angelique,S09,24,PO7,-0.0802,0.53906
Angelique,S09,25,PO3,-0.7694,0.74219
Angelique,S09,26,O1,0.5556,0.46094
Angelique,S09,27,Iz,-0.7902,0.71094
Angelique,S09,28,Oz,0.9836,0.22656
Angelique,S09,29,POz,-1.4716,0.92969
Angelique,S09,30,Pz,0.1552,0.44531
Angelique,S09,31,CPz,1.2359,0.11719
Angelique,S09,32,Fpz,0.597,0.27344
Angelique,S09,33,Fp2,1.836,0.03906
Angelique,S09,34,AF8,1.8915,0.02344
Angelique,S09,35,AF4,-0.1452,0.61719
Angelique,S09,36,AFz,1.2552,0.13281
Angelique,S09,37,Fz,1.1827,0.13281
Angelique,S09,38,F2,0.9545,0.21094
Angelique,S09,39,F4,1.2954,0.11719
Angelique,S09,40,F6,0.3555,0.38281
Angelique,S09,41,F8,0.5481,0.32031
Angelique,S09,42,FT8,1.6045,0.02344
Angelique,S09,43,FC6,0.6515,0.28906
Angelique,S09,44,FC4,-0.0607,0.53906
Angelique,S09,45,FC2,0.7096,0.22656
Angelique,S09,46,FCz,1.5325,0.05469
Angelique,S09,47,Cz,1.6241,0.05469
Angelique,S09,48,C2,0.7173,0.24219
Angelique,S09,49,C4,-1.0417,0.85156
Angelique,S09,50,C6,0.9545,0.22656
Angelique,S09,51,T8,1.7733,0.03906
Angelique,S09,52,TP8,0.627,0.33594
Angelique,S09,53,CP6,0.0373,0.49219
Angelique,S09,54,CP4,0.6992,0.25781
Angelique,S09,55,CP2,-0.5953,0.72656
Angelique,S09,56,P2,-0.8007,0.77344
Angelique,S09,57,P4,0.5011,0.28906
Angelique,S09,58,P6,0.6561,0.25781
Angelique,S09,59,P8,-0.4452,0.66406
Angelique,S09,60,P10,1.7182,0.05469
Angelique,S09,61,PO8,1.7689,0.03906
Angelique,S09,62,PO4,1.174,0.11719
Angelique,S09,63,O2,1.2735,0.11719
Angelique,S09,64,PO9,-1.173,0.80469
Angelique,S09,65,I1,0.5459,0.41406
Angelique,S09,66,I2,0.3629,0.38281
Angelique,S09,67,PO10,0.6111,0.30469
Angelique,S10,0,Fp1,0.9759,0.24219
Angelique,S10,1,AF7,0.2014,0.41406
Angelique,S10,2,AF3,0.8031,0.25781
Angelique,S10,3,F1,0.4872,0.28906
Angelique,S10,4,F3,1.8265,0.03906
Angelique,S10,5,F5,0.959,0.19531
Angelique,S10,6,F7,-0.7476,0.74219
Angelique,S10,7,FT7,1.2763,0.11719
Angelique,S10,8,FC5,0.9255,0.22656
Angelique,S10,9,FC3,0.832,0.24219
Angelique,S10,10,FC1,0.9125,0.22656
Angelique,S10,11,C1,0.5035,0.38281
Angelique,S10,12,C3,1.3416,0.11719
Angelique,S10,13,C5,0.3422,0.38281
Angelique,S10,14,T7,1.1654,0.16406
Angelique,S10,15,TP7,1.7823,0.00781
Angelique,S10,16,CP5,-0.1901,0.58594
Angelique,S10,17,CP3,0.6118,0.28906
Angelique,S10,18,CP1,-1.0824,0.86719
Angelique,S10,19,P1,-0.9763,0.82031
Angelique,S10,20,P3,-0.4923,0.60156
Angelique,S10,21,P5,1.3373,0.11719
Angelique,S10,22,P7,1.4311,0.08594
Angelique,S10,23,P9,2.1653,0.00781
Angelique,S10,24,PO7,0.9567,0.19531
Angelique,S10,25,PO3,-0.4945,0.69531
Angelique,S10,26,O1,0.1423,0.46094
Angelique,S10,27,Iz,-0.1491,0.53906
Angelique,S10,28,Oz,-0.8621,0.72656
Angelique,S10,29,POz,-1.5965,0.94531
Angelique,S10,30,Pz,-1.4844,0.91406
Angelique,S10,31,CPz,0.2617,0.39844
Angelique,S10,32,Fpz,0.6699,0.38281
Angelique,S10,33,Fp2,0.7309,0.32031
Angelique,S10,34,AF8,-0.5098,0.64844
Angelique,S10,35,AF4,0.3534,0.41406
Angelique,S10,36,AFz,0.8648,0.32031
Angelique,S10,37,Fz,0.7139,0.25781
Angelique,S10,38,F2,-0.8961,0.82031
Angelique,S10,39,F4,0.1987,0.44531
Angelique,S10,40,F6,-0.1925,0.61719
Angelique,S10,41,F8,0.2938,0.41406
Angelique,S10,42,FT8,-0.6312,0.67969
Angelique,S10,43,FC6,-0.4493,0.57031
Angelique,S10,44,FC4,1.0933,0.16406
Angelique,S10,45,FC2,0.8575,0.24219
Angelique,S10,46,FCz,1.0853,0.17969
Angelique,S10,47,Cz,0.9463,0.21094
Angelique,S10,48,C2,0.1612,0.47656
Angelique,S10,49,C4,0.5638,0.30469
Angelique,S10,50,C6,-0.9777,0.78906
Angelique,S10,51,T8,0.5459,0.28906
Angelique,S10,52,TP8,1.1357,0.14844
Angelique,S10,53,CP6,-0.1817,0.55469
Angelique,S10,54,CP4,-0.9204,0.82031
Angelique,S10,55,CP2,-1.3904,0.85156
Angelique,S10,56,P2,-0.6544,0.74219
Angelique,S10,57,P4,0.402,0.38281
Angelique,S10,58,P6,1.5729,0.05469
Angelique,S10,59,P8,0.2401,0.39844
