dataset,subject,variant,arm,stat,z,p,n_assignments
Talia,S12,A3_all68_k8,disc,0.019047825554897237,1.9226040486535194,0.0625,16
Talia,S13,A3_all68_k8,disc,0.009808764117550797,1.8764136931642386,0.0625,16
Talia,S14,A3_all68_k8,disc,0.01337004329537884,2.0215120397398527,0.0625,16
Talia,S15,A3_all68_k8,disc,0.01381547337739985,1.9577916620847926,0.0625,16
Angelique,S02,A3_all68_k8,ctrl,-0.020303827242642264,-0.7440549877400293,0.765625,64
Angelique,S03,A3_all68_k8,ctrl,-0.0018220785204474124,1.2015328514844592,0.109375,64
Angelique,S04,A3_all68_k8,ctrl,-0.013874968592123315,1.9973800596727365,0.015625,64
Angelique,S05,A3_all68_k8,ctrl,0.005009280730955131,1.3668395215140803,0.109375,64
Angelique,S07,A3_all68_k8,ctrl,-0.05239416923753143,0.9931382257550825,0.140625,64
Angelique,S08,A3_all68_k8,ctrl,-0.003223640914129962,1.090666245873406,0.140625,64
Angelique,S09,A3_all68_k8,ctrl,-0.007008190502418316,-0.4551027652375286,0.609375,64
Angelique,S10,A3_all68_k8,ctrl,-0.023941874551079628,1.0665638232992767,0.171875,64
Angelique,S11,A3_all68_k8,ctrl,-0.01735919997214887,-0.7173964829717944,0.734375,64
Angelique,S13,A3_all68_k8,ctrl,-0.028900761307834213,-1.1288632936989247,0.859375,64
Angelique,S15,A3_all68_k8,ctrl,-0.014561428833972915,-0.7593897464964746,0.765625,64
Angelique,S16,A3_all68_k8,ctrl,-0.030557135552164997,-0.3747446773782574,0.640625,32
Angelique,S18,A3_all68_k8,ctrl,-0.011193137691064422,-0.8304664387498253,0.796875,64
Angelique,S19,A3_all68_k8,ctrl,-0.0299984413679532,-0.908199011269063,0.859375,64
Angelique,S21,A3_all68_k8,ctrl,-0.025620868940024966,0.426023094595392,0.265625,64
Angelique,S22,A3_all68_k8,ctrl,-0.01093457796721279,-0.7959319876812613,0.734375,64
Angelique,S23,A3_all68_k8,ctrl,-0.015469956350186389,0.8904286715142409,0.234375,64
Angelique,S24,A3_all68_k8,ctrl,-0.012813123042101174,-0.7193429433427975,0.734375,64
Angelique,S25,A3_all68_k8,ctrl,-0.018371079990915036,-0.3450524322777245,0.671875,64
Angelique,S26,A3_all68_k8,ctrl,-0.04310641717180665,-0.08592371748822192,0.546875,64
Angelique,S27,A3_all68_k8,ctrl,-0.009709056220346683,-0.10891059571777112,0.484375,64
Angelique,S28,A3_all68_k8,ctrl,-0.021486928925565887,-0.8077919266775034,0.796875,64
Angelique,S29,A3_all68_k8,ctrl,-0.02492002388601443,-0.2551496326863471,0.609375,64
Angelique,S31,A3_all68_k8,ctrl,-0.04890372552681369,-0.19292097056422028,0.515625,64
Angelique,S32,A3_all68_k8,ctrl,-0.02356284808471674,-0.10402900751502196,0.546875,64
Angelique,S33,A3_all68_k8,ctrl,0.01627493281277216,1.544572391055389,0.046875,64
Angelique,S34,A3_all68_k8,ctrl,-0.03385760784694395,-0.83072410458669,0.859375,64
Angelique,S35,A3_all68_k8,ctrl,-0.012222765435028602,-0.08950695472105083,0.515625,64
Angelique,S37,A3_all68_k8,ctrl,-0.021290628271205318,0.7377333554826879,0.265625,64
Angelique,S38,A3_all68_k8,ctrl,-0.016156939633607908,-0.07981711102052154,0.484375,64
Talia,S01,A3_all68_k8,ctrl,-0.01610221245213453,-0.5926072259822222,0.6875,16
Talia,S02,A3_all68_k8,ctrl,-0.0396046197342935,-0.5801536612905048,0.6875,16
Talia,S03,A3_all68_k8,ctrl,-0.05499265771722663,-0.3343666386437765,0.5625,16
Talia,S04,A3_all68_k8,ctrl,-0.026072383824601048,1.014266769370969,0.1875,16
Talia,S05,A3_all68_k8,ctrl,-0.0439451696005527,-0.03590981261830596,0.4375,16
Talia,S06,A3_all68_k8,ctrl,-0.04169501065315819,-1.1440906933520287,0.9375,16
Talia,S07,A3_all68_k8,ctrl,-0.011247577178414542,-0.4708651968624637,0.5625,16
Talia,S08,A3_all68_k8,ctrl,-0.01078746393203228,-0.14458337221682951,0.5625,16
Talia,S09,A3_all68_k8,ctrl,-0.014738779752651957,1.6241360572276364,0.0625,16
Talia,S10,A3_all68_k8,ctrl,-0.025694586848238783,0.14011475140695617,0.3125,16
Talia,S11,A3_all68_k8,ctrl,-0.03331281882058605,-1.439280045664428,0.9375,16
Talia,S12,A3_all68_k8,ctrl,0.01530906152022474,0.6227512479621252,0.4375,16
Talia,S13,A3_all68_k8,ctrl,-0.01984383161889063,1.6272473522395994,0.0625,16
Talia,S14,A3_all68_k8,ctrl,-0.01917804460481247,0.07832437266190699,0.5625,16
Talia,S15,A3_all68_k8,ctrl,-0.02454541487924357,2.0427481940344228,0.0625,16
Angelique,S02,A4_L0,disc,0.008444562296109103,1.2649689011927812,0.078125,64
Angelique,S03,A4_L0,disc,0.007428791488597392,1.8725189841484995,0.078125,64
Angelique,S04,A4_L0,disc,-0.0005844823256796438,-0.25795907619032377,0.578125,64
Angelique,S05,A4_L0,disc,0.0022201041786399666,0.7334680835040911,0.328125,64
Angelique,S07,A4_L0,disc,0.009666375602697766,1.5192309067423149,0.140625,64
Angelique,S08,A4_L0,disc,0.0006571341396905756,0.30779676480071677,0.328125,64
Angelique,S09,A4_L0,disc,0.002187073109996085,1.1223080219733967,0.109375,64
Angelique,S10,A4_L0,disc,0.0007123379791304753,0.889669536393974,0.234375,64
Angelique,S11,A4_L0,disc,0.0036667282418296164,0.49661931413385,0.265625,64
Angelique,S13,A4_L0,disc,0.009584017829485751,1.3980553045159934,0.140625,64
Angelique,S15,A4_L0,disc,0.015344109419081228,2.5021101962402685,0.015625,64
Angelique,S16,A4_L0,disc,0.0070624488761078345,1.550623609488716,0.109375,32
Angelique,S18,A4_L0,disc,0.006789008393739449,1.285917735982342,0.109375,64
Angelique,S19,A4_L0,disc,-0.001958959012769906,-0.1356057462710193,0.546875,64
Angelique,S21,A4_L0,disc,-0.0005976284072261841,0.4815073687851012,0.328125,64
Angelique,S22,A4_L0,disc,-0.0012845798811659942,-0.048876306970342995,0.515625,64
Angelique,S23,A4_L0,disc,-0.0037688795268669955,-0.7902505679054913,0.828125,64
Angelique,S24,A4_L0,disc,0.01480258765130675,2.201400842815018,0.046875,64
Angelique,S25,A4_L0,disc,-0.0009689872990953108,0.5395723956739311,0.296875,64
Angelique,S26,A4_L0,disc,0.0016980177692455412,0.7096841556492182,0.203125,64
Angelique,S27,A4_L0,disc,-0.0015962622217880254,0.43777048040100547,0.359375,64
Angelique,S28,A4_L0,disc,-0.004790737833223827,-0.5452186894929972,0.703125,64
Angelique,S29,A4_L0,disc,0.008501487833745778,1.6651818523624535,0.046875,64
Angelique,S31,A4_L0,disc,0.0012969941379847615,0.9362611422788739,0.171875,64
Angelique,S32,A4_L0,disc,0.0026658257293773317,1.1365367035101572,0.109375,64
Angelique,S33,A4_L0,disc,-0.00043378205433089933,-0.022778010767757473,0.421875,64
Angelique,S34,A4_L0,disc,0.014912626221348974,1.6463126404689432,0.046875,64
Angelique,S35,A4_L0,disc,0.005482639220266406,0.8867263950622541,0.203125,64
Angelique,S37,A4_L0,disc,0.006937018619282337,1.3866400533012277,0.109375,64
Angelique,S38,A4_L0,disc,0.0035237539176866846,0.972745071029527,0.234375,64
Talia,S01,A4_L0,disc,0.006355667485148088,1.418426429161664,0.0625,16
Talia,S02,A4_L0,disc,0.02583760340836664,1.852538486270825,0.0625,16
Talia,S03,A4_L0,disc,0.01992359153714346,1.805454729384685,0.0625,16
Talia,S04,A4_L0,disc,0.025528125637197276,1.9494035939649248,0.0625,16
Talia,S05,A4_L0,disc,0.01226679142221843,1.2851205509427748,0.0625,16
Talia,S06,A4_L0,disc,0.006925715896510634,1.4647370985058294,0.0625,16
Talia,S07,A4_L0,disc,0.015446619323265038,1.8619556074269792,0.0625,16
Talia,S08,A4_L0,disc,0.01693243689251696,1.9015371335181488,0.0625,16
Talia,S09,A4_L0,disc,0.0374819054413776,1.8845219338353212,0.0625,16
Talia,S10,A4_L0,disc,0.00960504866237773,0.9282403598541498,0.0625,16
Talia,S11,A4_L0,disc,0.024183490353360232,1.943787498269696,0.0625,16
Talia,S12,A4_L0,disc,0.018864742672414773,1.8087031906330768,0.0625,16
Talia,S13,A4_L0,disc,0.013267515524480418,1.9547885039975919,0.0625,16
Talia,S14,A4_L0,disc,0.012711554933222331,2.047240319902537,0.0625,16
Talia,S15,A4_L0,disc,0.019770662575644388,1.8146039291190028,0.0625,16
Angelique,S02,A4_L0,ctrl,-0.023278607891220552,-0.9881798513051704,0.796875,64
Angelique,S03,A4_L0,ctrl,-0.011973078062336861,0.011691225163965396,0.609375,64
Angelique,S04,A4_L0,ctrl,-0.03417754814476017,-0.3638533776489914,0.640625,64
Angelique,S05,A4_L0,ctrl,0.0027724728363683997,1.1392116146980145,0.140625,64
Angelique,S07,A4_L0,ctrl,-0.03990754476261094,0.3674100374741814,0.359375,64
Angelique,S08,A4_L0,ctrl,-0.004003498908861283,0.5563989116386108,0.265625,64
Angelique,S09,A4_L0,ctrl,-0.015643743831995998,-0.4024328978035708,0.546875,64
Angelique,S10,A4_L0,ctrl,-0.031411667927242835,0.08714314572101178,0.515625,64
Angelique,S11,A4_L0,ctrl,-0.01332177461927152,0.4525282822186098,0.421875,64
Angelique,S13,A4_L0,ctrl,-0.027561258721786743,-1.120131838461644,0.859375,64
Angelique,S15,A4_L0,ctrl,-0.030894766545811664,-0.4892473403569483,0.640625,64
Angelique,S16,A4_L0,ctrl,-0.01842768491454602,0.15420950921997517,0.484375,32
Angelique,S18,A4_L0,ctrl,-0.014213992820281395,-0.16571670756962548,0.546875,64
Angelique,S19,A4_L0,ctrl,-0.03241452298865895,-1.0219417175916357,0.828125,64
Angelique,S21,A4_L0,ctrl,-0.020805069134848964,0.38982312347692605,0.390625,64
Angelique,S22,A4_L0,ctrl,-0.010537384902258128,-0.024141589034482863,0.484375,64
Angelique,S23,A4_L0,ctrl,-0.015513274913420722,1.0213961780648493,0.140625,64
Angelique,S24,A4_L0,ctrl,-0.014243130183413522,0.20804723639899628,0.484375,64
Angelique,S25,A4_L0,ctrl,-0.027058631239906126,-0.740713366966743,0.734375,64
Angelique,S26,A4_L0,ctrl,-0.03045220120514337,1.6463620071837899,0.015625,64
Angelique,S27,A4_L0,ctrl,-0.008820417046911763,0.7737471018837251,0.234375,64
Angelique,S28,A4_L0,ctrl,-0.01750636789061336,-0.9512935809574492,0.796875,64
Angelique,S29,A4_L0,ctrl,-0.0166100219710224,0.13541531082987088,0.484375,64
Angelique,S31,A4_L0,ctrl,-0.04217620522498772,-0.5991391323854776,0.796875,64
Angelique,S32,A4_L0,ctrl,-0.017226277912777508,-0.539598934501296,0.640625,64
Angelique,S33,A4_L0,ctrl,0.01703528213186727,1.4775889016231816,0.078125,64
Angelique,S34,A4_L0,ctrl,-0.022163586400271714,0.05762880367894518,0.421875,64
Angelique,S35,A4_L0,ctrl,-0.016083508322894312,0.19537005748514175,0.265625,64
Angelique,S37,A4_L0,ctrl,-0.02277981396342975,-0.10419087022648756,0.359375,64
Angelique,S38,A4_L0,ctrl,-0.021277058852372452,-0.7340702589151361,0.796875,64
Talia,S01,A4_L0,ctrl,-0.019201744153598318,-0.08840239081696351,0.5625,16
Talia,S02,A4_L0,ctrl,-0.04493487559244945,-0.8850713881578791,0.8125,16
Talia,S03,A4_L0,ctrl,-0.04419766388660161,-0.7123772385456112,0.8125,16
Talia,S04,A4_L0,ctrl,-0.03258730544658754,-0.3964999219915252,0.6875,16
Talia,S05,A4_L0,ctrl,-0.04055913551665999,-0.6149061963594002,0.8125,16
Talia,S06,A4_L0,ctrl,-0.045164168701305685,-1.6606505724676341,0.9375,16
Talia,S07,A4_L0,ctrl,-0.009037777513865444,0.4675163789924432,0.4375,16
Talia,S08,A4_L0,ctrl,-0.01860395697505678,-0.23329852529122336,0.5625,16
Talia,S09,A4_L0,ctrl,-0.020503697349871043,0.6500620867104568,0.3125,16
Talia,S10,A4_L0,ctrl,-0.03605552594196834,-0.6415319401217134,0.6875,16
Talia,S11,A4_L0,ctrl,-0.023852989891932717,-1.3456876418396566,0.9375,16
Talia,S12,A4_L0,ctrl,0.02419087265613546,0.8004272802112331,0.3125,16
Talia,S13,A4_L0,ctrl,-0.005985325971790339,0.9971838268297734,0.1875,16
Talia,S14,A4_L0,ctrl,-0.01721619480316964,-0.10215850007911205,0.5625,16
Talia,S15,A4_L0,ctrl,-0.026798733420765584,0.5623873156607202,0.3125,16
Angelique,S02,A5_noged,disc,3.463497390416179,0.6420468934687509,0.296875,64
Angelique,S03,A5_noged,disc,3.5339550471542034,2.1963523508102116,0.015625,64
Angelique,S04,A5_noged,disc,-2.413662790496517,-0.5142153914100118,0.703125,64
Angelique,S05,A5_noged,disc,3.224505587054671,1.7790591793828483,0.015625,64
Angelique,S07,A5_noged,disc,7.266422714355548,1.639133315391815,0.109375,64
Angelique,S08,A5_noged,disc,1.6587430069226166,1.0868511570611459,0.140625,64
Angelique,S09,A5_noged,disc,1.4028633923390617,1.5050020345288295,0.078125,64
Angelique,S10,A5_noged,disc,0.7031095736277698,1.4019382443957356,0.078125,64
Angelique,S11,A5_noged,disc,3.877750377208947,1.9371700080268874,0.046875,64
Angelique,S13,A5_noged,disc,6.969078152679007,1.7065481185583697,0.078125,64
Angelique,S15,A5_noged,disc,5.752889675127196,2.4457731535414133,0.046875,64
Angelique,S16,A5_noged,disc,3.8371484494675103,1.4745056566880208,0.078125,32
Angelique,S18,A5_noged,disc,7.481211913597316,1.7185285949401286,0.078125,64
Angelique,S19,A5_noged,disc,-0.15162945979492023,0.3532574639326294,0.390625,64
Angelique,S21,A5_noged,disc,-2.1544611190838387,0.4153486845348855,0.359375,64
Angelique,S22,A5_noged,disc,0.14893651613222794,0.4366343500002055,0.296875,64
Angelique,S23,A5_noged,disc,0.252535926066569,0.27434668861920314,0.359375,64
Angelique,S24,A5_noged,disc,8.894842582238644,1.523222789546604,0.078125,64
Angelique,S25,A5_noged,disc,-0.7970403713010316,0.15062292722187834,0.453125,64
Angelique,S26,A5_noged,disc,0.7789352932533121,0.6464239389111187,0.296875,64
Angelique,S27,A5_noged,disc,-0.0010408447563013078,1.0517380913497782,0.171875,64
Angelique,S28,A5_noged,disc,-1.345954389703494,-0.4179548500383418,0.640625,64
Angelique,S29,A5_noged,disc,6.109290442122982,1.3062414599005323,0.109375,64
Angelique,S31,A5_noged,disc,1.3697085250249765,1.252013095718531,0.140625,64
Angelique,S32,A5_noged,disc,1.7159033035107323,1.4379883045548276,0.015625,64
Angelique,S33,A5_noged,disc,0.3482870287824274,1.1162955524789253,0.109375,64
Angelique,S34,A5_noged,disc,11.727792977234182,2.087157757665334,0.015625,64
Angelique,S35,A5_noged,disc,1.1681868629422345,-0.16108685369300027,0.515625,64
Angelique,S37,A5_noged,disc,0.6381479428334226,0.2168079946390915,0.421875,64
Angelique,S38,A5_noged,disc,2.4831389598888802,0.6514379147476028,0.265625,64
Talia,S01,A5_noged,disc,-4.773066166404144,-0.8342510299371325,0.8125,16
Talia,S02,A5_noged,disc,4.571544994604446,1.2715178980861455,0.0625,16
Talia,S03,A5_noged,disc,4.4918852305712145,1.0354716465052978,0.1875,16
Talia,S04,A5_noged,disc,11.57887744105657,1.436610801771393,0.0625,16
Talia,S05,A5_noged,disc,5.557875928971475,1.0104128805194916,0.0625,16
Talia,S06,A5_noged,disc,5.630004875512007,1.6144270303591095,0.0625,16
Talia,S07,A5_noged,disc,8.612687764836949,1.9422266403368889,0.0625,16
Talia,S08,A5_noged,disc,6.868137457721527,1.1495421418282594,0.0625,16
Talia,S09,A5_noged,disc,16.553256926002724,1.5522845277504496,0.0625,16
Talia,S10,A5_noged,disc,5.251026231281774,0.9926647258833352,0.1875,16
Talia,S11,A5_noged,disc,10.50590081639012,1.7942960399250396,0.0625,16
Talia,S12,A5_noged,disc,13.821381901186808,1.8443996551393607,0.0625,16
Talia,S13,A5_noged,disc,4.9800956563460925,1.0747588864518178,0.0625,16
Talia,S14,A5_noged,disc,7.33416286283439,1.850115096939639,0.0625,16
Talia,S15,A5_noged,disc,6.860581304505828,1.8641373331068112,0.0625,16
Angelique,S02,A5_noged,ctrl,-6.540625557853517,-1.4191363640850116,0.859375,64
Angelique,S03,A5_noged,ctrl,-2.8374701352647307,0.6780514994385761,0.296875,64
Angelique,S04,A5_noged,ctrl,-11.22296334304369,0.07089807554919994,0.484375,64
Angelique,S05,A5_noged,ctrl,-2.630675090176157,0.16441070950869396,0.359375,64
Angelique,S07,A5_noged,ctrl,-11.669582603875298,0.8654740694227394,0.234375,64
Angelique,S08,A5_noged,ctrl,-2.0823728916825472,-0.20201991913342754,0.578125,64
Angelique,S09,A5_noged,ctrl,-3.2633661579591777,-0.27615919748444484,0.546875,64
Angelique,S10,A5_noged,ctrl,-19.703187127545736,-0.47208166328602863,0.703125,64
Angelique,S11,A5_noged,ctrl,-1.939206333199633,0.9925497082441319,0.234375,64
Angelique,S13,A5_noged,ctrl,-11.745631500651678,-1.6516666944452412,0.984375,64
Angelique,S15,A5_noged,ctrl,-5.968405234342469,-0.362519957721682,0.671875,64
Angelique,S16,A5_noged,ctrl,-6.114034491916308,-0.2776243506604371,0.609375,32
Angelique,S18,A5_noged,ctrl,-4.923711709643267,-1.2860187293477385,0.828125,64
Angelique,S19,A5_noged,ctrl,-9.187554700796769,0.417850530465581,0.390625,64
Angelique,S21,A5_noged,ctrl,-7.113781556599037,2.4225861762205523,0.046875,64
Angelique,S22,A5_noged,ctrl,-4.645144999840087,-0.0732207149971784,0.546875,64
Angelique,S23,A5_noged,ctrl,-4.201314620634367,-0.01573016697949455,0.421875,64
Angelique,S24,A5_noged,ctrl,-6.837545427421548,-0.5834027462893603,0.640625,64
Angelique,S25,A5_noged,ctrl,-11.823595954550553,-0.757225570298457,0.671875,64
Angelique,S26,A5_noged,ctrl,-14.474577726447201,0.06154215664328032,0.390625,64
Angelique,S27,A5_noged,ctrl,-3.9813386908610444,0.832052458573254,0.234375,64
Angelique,S28,A5_noged,ctrl,-4.177116167052609,-1.3082647137644519,0.921875,64
Angelique,S29,A5_noged,ctrl,5.603857852375259,1.249380380622256,0.203125,64
Angelique,S31,A5_noged,ctrl,-6.331847556371979,1.301491667672058,0.109375,64
Angelique,S32,A5_noged,ctrl,-5.0656873882329,0.14368184374037332,0.453125,64
Angelique,S33,A5_noged,ctrl,20.49020241714813,1.308429230821764,0.109375,64
Angelique,S34,A5_noged,ctrl,-9.896369496124338,0.034784831774232604,0.484375,64
Angelique,S35,A5_noged,ctrl,-2.359995818678964,1.16525186751598,0.109375,64
Angelique,S37,A5_noged,ctrl,-9.193339081485227,-1.1095638477739147,0.890625,64
Angelique,S38,A5_noged,ctrl,-10.388206714535135,-0.9794943221821655,0.734375,64
Talia,S01,A5_noged,ctrl,-6.666248229487543,-0.8187056607952072,0.8125,16
Talia,S02,A5_noged,ctrl,-11.421560104982593,-1.1875316338984607,0.9375,16
Talia,S03,A5_noged,ctrl,-7.162551256526692,1.4858064937289195,0.1875,16
Talia,S04,A5_noged,ctrl,-6.11629433517132,0.10677813084605407,0.4375,16
Talia,S05,A5_noged,ctrl,-11.716255390556894,-1.1177944982259935,0.8125,16
Talia,S06,A5_noged,ctrl,-10.767670134181035,-1.4877126404564558,0.9375,16
Talia,S07,A5_noged,ctrl,-4.205916171702896,0.39191502632887476,0.3125,16
Talia,S08,A5_noged,ctrl,-3.1718417351147696,0.06956784665203508,0.5625,16
Talia,S09,A5_noged,ctrl,-4.180681621504966,0.6740704876113179,0.3125,16
Talia,S10,A5_noged,ctrl,-6.761725582413929,-0.4553899641004043,0.6875,16
Talia,S11,A5_noged,ctrl,-9.401620362569606,-1.3240095294026026,0.9375,16
Talia,S12,A5_noged,ctrl,15.982637574075653,0.6376317616973306,0.4375,16
Talia,S13,A5_noged,ctrl,-7.684964092750533,0.8913783661198754,0.1875,16
Talia,S14,A5_noged,ctrl,-7.171258063770557,-0.34383543477323186,0.6875,16
Talia,S15,A5_noged,ctrl,-9.649034532440202,-0.12359530733976434,0.5625,16
