dataset,subject,variant,arm,stat,z,p,n_assignments
Talia,S09,A0_tdca,disc,0.04392704973414494,2.0005464249778386,0.0625,16
Talia,S10,A0_tdca,disc,0.010102480458140837,0.9888003683877588,0.0625,16
Talia,S11,A0_tdca,disc,0.02748745040024625,2.028008229898769,0.0625,16
Talia,S12,A0_tdca,disc,0.022045235590673364,1.8491901638153383,0.0625,16
Talia,S13,A0_tdca,disc,0.010170243021193959,1.8598544092996343,0.0625,16
Talia,S14,A0_tdca,disc,0.011596264005678996,2.1960276885488637,0.0625,16
Talia,S15,A0_tdca,disc,0.022030345308934572,1.8569034981092332,0.0625,16
Angelique,S02,A0_tdca,ctrl,-0.023996618112090137,-0.6307186851988891,0.734375,64
Angelique,S03,A0_tdca,ctrl,-0.0033375502973792396,0.8278124203013103,0.234375,64
Angelique,S04,A0_tdca,ctrl,-0.022656305661171747,0.0076327361943627214,0.359375,64
Angelique,S05,A0_tdca,ctrl,0.007040453499049999,1.6937819348254333,0.046875,64
Angelique,S07,A0_tdca,ctrl,-0.05020502744214619,-0.03423944349808541,0.484375,64
Angelique,S08,A0_tdca,ctrl,-0.0012791655775082043,1.5929610583053009,0.015625,64
Angelique,S09,A0_tdca,ctrl,-0.01131726078234862,-0.39388236144669964,0.609375,64
Angelique,S10,A0_tdca,ctrl,-0.03580199390643231,0.3599885130457031,0.390625,64
Angelique,S11,A0_tdca,ctrl,-0.011834398155277428,0.45760968194892365,0.515625,64
Angelique,S13,A0_tdca,ctrl,-0.01929859264576773,-0.1518182929908892,0.546875,64
Angelique,S15,A0_tdca,ctrl,-0.020303955175377305,-0.16980830056881138,0.515625,64
Angelique,S16,A0_tdca,ctrl,-0.02134325033108976,0.3217014093932025,0.328125,32
Angelique,S18,A0_tdca,ctrl,-0.008993724579033833,0.0004186601915848968,0.421875,64
Angelique,S19,A0_tdca,ctrl,-0.04202564093441133,-2.28577000272696,0.984375,64
Angelique,S21,A0_tdca,ctrl,-0.027432500572454537,-1.1628351780735962,0.859375,64
Angelique,S22,A0_tdca,ctrl,-0.011791205129844273,-0.8664355846782881,0.765625,64
Angelique,S23,A0_tdca,ctrl,-0.007139345573482042,1.3686161864335022,0.078125,64
Angelique,S24,A0_tdca,ctrl,-0.010302486336835288,0.2298724519092138,0.484375,64
Angelique,S25,A0_tdca,ctrl,-0.01919751458418555,-0.5169960753454123,0.671875,64
Angelique,S26,A0_tdca,ctrl,-0.037233509562102106,0.7653326642633078,0.203125,64
Angelique,S27,A0_tdca,ctrl,-0.007745350310161929,0.42194445655922125,0.359375,64
Angelique,S28,A0_tdca,ctrl,-0.02300881269248266,-0.6649156922384457,0.640625,64
Angelique,S29,A0_tdca,ctrl,-0.021859740442808837,-0.1313072970008156,0.609375,64
Angelique,S31,A0_tdca,ctrl,-0.04947957339089545,-0.8770672011386826,0.765625,64
Angelique,S32,A0_tdca,ctrl,-0.02203381749309258,-0.5256531601835611,0.609375,64
Angelique,S33,A0_tdca,ctrl,0.014499091970519741,1.3420518348996187,0.078125,64
Angelique,S34,A0_tdca,ctrl,-0.02009844068928616,0.018487238156958324,0.421875,64
Angelique,S35,A0_tdca,ctrl,-0.013200587191385517,-0.2769185549154547,0.546875,64
Angelique,S37,A0_tdca,ctrl,-0.02022305879915555,0.9556026976671267,0.203125,64
Angelique,S38,A0_tdca,ctrl,-0.012918343547367076,0.4478258378696807,0.234375,64
Talia,S01,A0_tdca,ctrl,-0.022908786269693407,-0.6302770629501957,0.6875,16
Talia,S02,A0_tdca,ctrl,-0.04149996065384887,-0.45687641468380435,0.6875,16
Talia,S03,A0_tdca,ctrl,-0.05173129155583888,-0.6314586866362232,0.6875,16
Talia,S04,A0_tdca,ctrl,-0.0309734437916966,-0.16287312652903507,0.6875,16
Talia,S05,A0_tdca,ctrl,-0.045341948876421845,-0.006172978784803376,0.4375,16
Talia,S06,A0_tdca,ctrl,-0.049091499517238305,-1.828038803835713,0.9375,16
Talia,S07,A0_tdca,ctrl,-0.0075721431170032525,0.1576896240222327,0.4375,16
Talia,S08,A0_tdca,ctrl,-0.021275641297502822,-0.29989537604552075,0.5625,16
Talia,S09,A0_tdca,ctrl,-0.022641146994926902,0.5563295300264619,0.3125,16
Talia,S10,A0_tdca,ctrl,-0.039824912212120735,-0.48028892618711905,0.6875,16
