dataset,elec,z,t,p,q,elec_idx
Angelique,Fp1,0.27770000000000006,1.5032142826133326,0.14359671551909953,0.359268342251882,0
Angelique,AF7,-0.13049666666666662,-0.7284379831168818,0.4721871841675225,0.618123227648393,1
Angelique,AF3,0.3021399999999999,1.466705779767516,0.15321738125447906,0.359268342251882,2
Angelique,F1,0.29478999999999994,1.618973455320243,0.11627894828625257,0.34670974624907286,3
Angelique,F3,0.4128433333333333,2.5848280316129046,0.015041016028242623,0.2296993384087434,4
Angelique,F5,0.05657666666666666,0.26613214738398216,0.7920204972284488,0.8705319960598176,5
Angelique,F7,0.25215333333333334,1.1748702608280008,0.24960357239683334,0.4352062287944787,6
Angelique,FT7,0.19586333333333333,0.8516031157237001,0.40141226335815233,0.5570619164970277,7
Angelique,FC5,0.3236766666666666,1.6845491610667678,0.10281000726949689,0.34670974624907286,8
Angelique,FC3,0.23984333333333327,1.2679834725068988,0.21488981691287107,0.4059029875020898,9
Angelique,FC1,0.44103,2.3481806936350194,0.025895885080976705,0.2515600265009166,10
Angelique,C1,0.31565666666666664,1.965252428718923,0.05902788306419304,0.34670974624907286,11
Angelique,C3,0.24441333333333332,1.6855045933462576,0.10262383673775607,0.34670974624907286,12
Angelique,C5,0.09842333333333333,0.5548924592741313,0.5832232002418257,0.7210759566626208,13
Angelique,T7,-0.08764,-0.47820932915810394,0.6360866273526158,0.772390904642462,14
Angelique,TP7,0.15909,0.9793105290198131,0.33552616231744664,0.48858527089745923,15
Angelique,CP5,0.04954999999999998,0.2744139545448019,0.7857119055841432,0.8705319960598176,16
Angelique,CP3,-0.015770000000000024,-0.09877470835353386,0.9219967569874303,0.9357579026141084,17
Angelique,CP1,0.07023333333333333,0.45513665723479935,0.6524001658014048,0.778301952184132,18
Angelique,P1,-0.14910999999999996,-0.7276164134585159,0.4726824682017122,0.618123227648393,19
Angelique,P3,0.24033000000000004,1.3611419844319321,0.18395257825122,0.3874994755948683,20
Angelique,P5,0.20437999999999995,1.062491400504832,0.29678080616228764,0.4586612458871718,21
Angelique,P7,0.44018333333333337,2.5351955113380886,0.016889657235937015,0.2296993384087434,22
Angelique,P9,0.19569333333333333,1.0834622096068762,0.2875296149567537,0.4586612458871718,23
Angelique,PO7,0.3059333333333333,1.7001467751401949,0.0998058692265218,0.34670974624907286,24
Angelique,PO3,-0.027963333333333333,-0.1539489493374573,0.8787163364369436,0.9192724750417256,25
Angelique,O1,0.17288333333333333,0.9392118305768149,0.3553794848726673,0.5034542702362786,26
Angelique,Iz,-0.025616666666666635,-0.12670190320760072,0.9000507586854416,0.9273250241001519,27
Angelique,Oz,0.2884233333333334,1.3123706774143478,0.19968784400526143,0.3879649540673651,28
Angelique,POz,0.014963333333333306,0.07636329518847874,0.939654470165531,0.939654470165531,29
Angelique,Pz,0.13093000000000002,0.6741844986284588,0.5055330307310807,0.6365971498095091,30
Angelique,CPz,-0.033489999999999985,-0.20395229580919763,0.8398152921164441,0.906467299427273,31
Angelique,Fpz,0.4161000000000001,2.3638773757314593,0.02499823845332666,0.2515600265009166,32
Angelique,Fp2,0.3162233333333333,1.5530128782645944,0.13126649954669709,0.34670974624907286,33
Angelique,AF8,0.34491333333333346,1.5631952843874093,0.1288547436972399,0.34670974624907286,34
Angelique,AF4,0.3201,1.381018846809221,0.17782355724257567,0.3874994755948683,35
Angelique,AFz,0.31595000000000006,1.8018210317396628,0.08197890143432505,0.34670974624907286,36
Angelique,Fz,0.30501000000000006,1.693917690377337,0.10099665688934269,0.34670974624907286,37
Angelique,F2,0.28164333333333325,1.2192427392519907,0.23257654739087313,0.4161896111205098,38
Angelique,F4,0.24433000000000005,1.2209037068173565,0.2319564350820662,0.4161896111205098,39
Angelique,F6,0.1940366666666667,0.977878230601881,0.3362221232942087,0.48858527089745923,40
Angelique,F8,0.28955666666666663,1.3304142398034338,0.19374973779743415,0.3874994755948683,41
Angelique,FT8,-0.14901666666666666,-0.7521637264755766,0.458014532192361,0.618123227648393,42
Angelique,FC6,0.2804433333333333,1.4705620180381727,0.15217741212514538,0.359268342251882,43
Angelique,FC4,0.47909666666666684,2.7041036093880564,0.011338218430356546,0.2296993384087434,44
Angelique,FC2,0.25033333333333335,1.4424577066085749,0.15988759719171808,0.36241188696789434,45
Angelique,FCz,0.29609666666666673,1.6959172475706468,0.10061311858537135,0.34670974624907286,46
Angelique,Cz,0.2681033333333333,1.5705069923360262,0.12714536979069493,0.34670974624907286,47
Angelique,C2,0.18580333333333332,0.9748461628360721,0.33769864312030273,0.48858527089745923,48
Angelique,C4,0.15190999999999996,0.6922848823323872,0.4942648216862276,0.6341510919747825,49
Angelique,C6,0.05608333333333337,0.2696159589313868,0.7893649611229927,0.8705319960598176,50
Angelique,T8,-0.05995333333333333,-0.3504884826720887,0.7285052657002015,0.8541096218554086,51
Angelique,TP8,0.030536666666666677,0.1664158160626984,0.8689846042422955,0.9192724750417256,52
Angelique,CP6,0.04370000000000001,0.26390385380183684,0.7937203493486572,0.8705319960598176,53
Angelique,CP4,0.2033533333333333,1.063928253663436,0.2961403306700542,0.4586612458871718,54
Angelique,CP2,0.2891433333333333,1.8893869792266857,0.06887583226432158,0.34670974624907286,55
Angelique,P2,0.18867333333333333,1.1102088405120463,0.27603014457199715,0.4578060934364831,56
Angelique,P4,0.20759999999999998,1.124987539623557,0.26981954608642517,0.4578060934364831,57
Angelique,P6,0.22425333333333336,1.3338550414792507,0.1926330183470789,0.3874994755948683,58
Angelique,P8,0.3151033333333333,1.90321014846506,0.06698205788504652,0.34670974624907286,59
Angelique,P10,0.2975999999999999,1.7312442509162926,0.09403602789767739,0.34670974624907286,60
Angelique,PO8,0.48024666666666677,3.084016404900232,0.004454268007134338,0.2296993384087434,61
Angelique,PO4,0.2545766666666667,1.5475916643518906,0.1325654912128808,0.34670974624907286,62
Angelique,O2,0.37785666666666656,2.0344378137873584,0.05114253298077476,0.34670974624907286,63
Angelique,PO9,0.44008,2.6162315851111626,0.01397009685493068,0.2296993384087434,64
Angelique,I1,0.2695566666666667,1.7231269325923038,0.09551431585457851,0.34670974624907286,65
Angelique,I2,0.28054,1.6288532828716704,0.11416073295656826,0.34670974624907286,66
Angelique,PO10,0.29019999999999996,1.6805413956445496,0.10359402138826353,0.34670974624907286,67
Talia,Fp1,-0.45387333333333335,-1.835763205983101,0.0877202082118776,0.5938237490120822,0
Talia,AF7,-0.8002666666666667,-3.829948328449241,0.001838843445986622,0.1250413543270903,1
Talia,AF3,-0.3886533333333333,-1.8812058293901517,0.08090490420773815,0.5938237490120822,2
Talia,F1,-0.5144933333333332,-3.1773606628276836,0.006716198208097384,0.22835073907531106,3
Talia,F3,-0.10492666666666668,-0.560083520426674,0.5842738415165014,0.8588956888334311,4
Talia,F5,-0.21269333333333335,-0.877648245163919,0.3949467989337112,0.8588956888334311,5
Talia,F7,-0.2807666666666666,-0.9746156015983375,0.346291226534714,0.8588956888334311,6
Talia,FT7,-0.1467866666666667,-0.6871263482058514,0.5032273818335062,0.8588956888334311,7
Talia,FC5,-0.3210733333333333,-1.3750463180107115,0.1907240142341956,0.8588956888334311,8
Talia,FC3,0.07633333333333334,0.27946305018878437,0.7839757158361279,0.9178650175816843,9
Talia,FC1,0.01468666666666667,0.06114992772482195,0.9521042020559082,0.9937367213434254,10
Talia,C1,0.10023333333333334,0.44092891811578755,0.66599708701237,0.8709192676315608,11
Talia,C3,-0.06610000000000002,-0.26455410991256384,0.7952079337131467,0.9178650175816843,12
Talia,C5,-0.24605333333333335,-0.9254490037648944,0.370410609234054,0.8588956888334311,13
Talia,T7,-0.13974666666666663,-0.5439357456495418,0.5950426378674872,0.8588956888334311,14
Talia,TP7,-0.29219333333333336,-1.0305859542595779,0.3202115434070105,0.8588956888334311,15
Talia,CP5,-0.2500466666666667,-1.1586090988266635,0.2659976819388361,0.8588956888334311,16
Talia,CP3,0.14418,0.4894312388632846,0.6321157679015923,0.8588956888334311,17
Talia,CP1,-0.18122000000000002,-0.7563637359420452,0.46196994382204554,0.8588956888334311,18
Talia,P1,-0.007706666666666713,-0.02663991841780695,0.9791229460295515,0.9937367213434254,19
Talia,P3,-0.07406666666666666,-0.24424574424538636,0.810583681267848,0.9178650175816843,20
Talia,P5,-0.05203333333333331,-0.23351365219077266,0.8187424456544666,0.9178650175816843,21
Talia,P7,-0.3194466666666666,-1.1518579473475328,0.26867065152305813,0.8588956888334311,22
Talia,P9,-0.2557,-0.8410342103010652,0.4144633525542012,0.8588956888334311,23
Talia,PO7,-0.17427333333333334,-0.6695076706387659,0.5140625184013173,0.8588956888334311,24
Talia,PO3,-0.13936666666666667,-0.4720393902271659,0.6441717666250734,0.8588956888334311,25
Talia,O1,-0.0018333333333333238,-0.007075059791351924,0.9944547952042415,0.9944547952042415,26
Talia,Iz,-0.17915999999999996,-0.6623767333424505,0.5184859485641244,0.8588956888334311,27
Talia,Oz,0.12884666666666666,0.5181014448983776,0.6124778238568932,0.8588956888334311,28
Talia,POz,0.23220666666666673,0.9119560621831271,0.3772280741881373,0.8588956888334311,29
Talia,Pz,-0.17327333333333336,-0.5963587851333866,0.560455337258268,0.8588956888334311,30
Talia,CPz,0.20905333333333334,0.9807415239935304,0.34336546618879477,0.8588956888334311,31
Talia,Fpz,-0.2666266666666667,-0.9569608218570674,0.3548215697438763,0.8588956888334311,32
Talia,Fp2,-0.5086866666666666,-1.973190921537114,0.06855085380941045,0.5938237490120822,33
Talia,AF8,-0.20705333333333328,-0.9886161020397622,0.33963034907494416,0.8588956888334311,34
Talia,AF4,-0.1991933333333333,-0.769850905455696,0.4541829681793794,0.8588956888334311,35
Talia,AFz,-0.5680866666666666,-2.4353278324791634,0.02884620059098996,0.5938237490120822,36
Talia,Fz,-0.2724466666666666,-1.2888684038641742,0.2183347195446209,0.8588956888334311,37
Talia,F2,-0.3498066666666667,-1.3562413192723781,0.1964934571833586,0.8588956888334311,38
Talia,F4,-0.37232666666666675,-1.9175769826212725,0.0757975982107551,0.5938237490120822,39
Talia,F6,0.06699333333333332,0.22742766358583436,0.8233789128306285,0.9178650175816843,40
