dataset,subject,elec_idx,elec,z,p
Angelique,S08,61,PO8,0.6781,0.38281
Angelique,S08,62,PO4,-0.1455,0.57031
Angelique,S08,63,O2,0.4205,0.47656
Angelique,S08,64,PO9,-0.4442,0.66406
Angelique,S08,65,I1,-0.4768,0.71094
Angelique,S08,66,I2,0.5314,0.35156
Angelique,S08,67,PO10,-0.4471,0.61719
Angelique,S09,0,Fp1,-1.7761,0.94531
Angelique,S09,1,AF7,-0.9635,0.85156
Angelique,S09,2,AF3,-1.2337,0.89844
Angelique,S09,3,F1,1.1238,0.13281
Angelique,S09,4,F3,-1.8023,0.94531
Angelique,S09,5,F5,0.2474,0.41406
Angelique,S09,6,F7,-1.1375,0.85156
Angelique,S09,7,FT7,0.2717,0.39844
Angelique,S09,8,FC5,-0.5833,0.71094
Angelique,S09,9,FC3,0.7487,0.24219
Angelique,S09,10,FC1,1.8025,0.00781
Angelique,S09,11,C1,0.9436,0.21094
Angelique,S09,12,C3,1.3039,0.08594
Angelique,S09,13,C5,-0.6048,0.72656
Angelique,S09,14,T7,1.0108,0.21094
Angelique,S09,15,TP7,-0.1038,0.52344
Angelique,S09,16,CP5,-0.5414,0.71094
Angelique,S09,17,CP3,1.1941,0.14844
Angelique,S09,18,CP1,0.8055,0.16406
Angelique,S09,19,P1,0.058,0.46094
Angelique,S09,20,P3,0.3019,0.35156
Angelique,S09,21,P5,-0.6269,0.63281
Angelique,S09,22,P7,-1.248,0.89844
Angelique,S09,23,P9,1.0652,0.17969
Angelique,S09,24,PO7,-0.1267,0.53906
Angelique,S09,25,PO3,-0.6047,0.50781
Angelique,S09,26,O1,1.116,0.13281
Angelique,S09,27,Iz,1.3173,0.10156
Angelique,S09,28,Oz,1.6778,0.03906
Angelique,S09,29,POz,0.3222,0.39844
Angelique,S09,30,Pz,-0.5082,0.69531
Angelique,S09,31,CPz,1.4618,0.07031
Angelique,S09,32,Fpz,-0.9743,0.80469
Angelique,S09,33,Fp2,-0.8066,0.77344
Angelique,S09,34,AF8,1.079,0.17969
Angelique,S09,35,AF4,1.0787,0.16406
Angelique,S09,36,AFz,-0.6659,0.74219
Angelique,S09,37,Fz,1.5164,0.07031
Angelique,S09,38,F2,-0.3968,0.63281
Angelique,S09,39,F4,0.2248,0.44531
Angelique,S09,40,F6,0.2603,0.41406
Angelique,S09,41,F8,-1.1218,0.83594
Angelique,S09,42,FT8,1.0461,0.14844
Angelique,S09,43,FC6,1.3534,0.07031
Angelique,S09,44,FC4,0.3461,0.36719
Angelique,S09,45,FC2,1.5347,0.05469
Angelique,S09,46,FCz,1.6241,0.03906
Angelique,S09,47,Cz,1.7862,0.00781
Angelique,S09,48,C2,2.0344,0.00781
Angelique,S09,49,C4,0.0632,0.47656
Angelique,S09,50,C6,-0.6064,0.69531
Angelique,S09,51,T8,1.015,0.16406
Angelique,S09,52,TP8,1.7954,0.03906
Angelique,S09,53,CP6,-1.0968,0.83594
Angelique,S09,54,CP4,0.8571,0.17969
Angelique,S09,55,CP2,-0.6754,0.75781
Angelique,S09,56,P2,-0.9788,0.80469
Angelique,S09,57,P4,0.0156,0.49219
Angelique,S09,58,P6,-0.8615,0.78906
Angelique,S09,59,P8,-0.8067,0.77344
Angelique,S09,60,P10,0.5807,0.36719
Angelique,S09,61,PO8,-0.3144,0.60156
Angelique,S09,62,PO4,0.9601,0.17969
Angelique,S09,63,O2,0.2416,0.39844
Angelique,S09,64,PO9,-0.3337,0.63281
Angelique,S09,65,I1,1.1284,0.14844
Angelique,S09,66,I2,0.7298,0.28906
Angelique,S09,67,PO10,-0.6932,0.72656
Angelique,S10,0,Fp1,1.0761,0.14844
Angelique,S10,1,AF7,-1.0101,0.82031
Angelique,S10,2,AF3,0.5118,0.32031
Angelique,S10,3,F1,-0.256,0.58594
Angelique,S10,4,F3,0.7806,0.22656
Angelique,S10,5,F5,1.5076,0.05469
Angelique,S10,6,F7,-1.512,0.92969
Angelique,S10,7,FT7,-0.4293,0.64844
Angelique,S10,8,FC5,-0.034,0.50781
Angelique,S10,9,FC3,1.1246,0.21094
Angelique,S10,10,FC1,0.4766,0.35156
Angelique,S10,11,C1,0.1176,0.42969
Angelique,S10,12,C3,0.4041,0.36719
Angelique,S10,13,C5,0.702,0.25781
Angelique,S10,14,T7,1.0562,0.17969
Angelique,S10,15,TP7,0.3997,0.32031
Angelique,S10,16,CP5,0.1693,0.44531
Angelique,S10,17,CP3,1.2093,0.11719
Angelique,S10,18,CP1,-0.7633,0.67969
Angelique,S10,19,P1,-0.2853,0.71094
Angelique,S10,20,P3,0.9154,0.21094
Angelique,S10,21,P5,0.1725,0.46094
Angelique,S10,22,P7,-0.1699,0.52344
Angelique,S10,23,P9,0.8394,0.21094
Angelique,S10,24,PO7,0.6694,0.22656
Angelique,S10,25,PO3,0.9091,0.24219
Angelique,S10,26,O1,-0.0519,0.53906
Angelique,S10,27,Iz,-0.4975,0.67969
Angelique,S10,28,Oz,-1.1266,0.85156
Angelique,S10,29,POz,-0.5745,0.69531
Angelique,S10,30,Pz,0.2498,0.41406
Angelique,S10,31,CPz,1.1536,0.16406
Angelique,S10,32,Fpz,1.1717,0.11719
Angelique,S10,33,Fp2,0.5105,0.33594
Angelique,S10,34,AF8,0.6191,0.35156
Angelique,S10,35,AF4,-0.2772,0.57031
Angelique,S10,36,AFz,0.8573,0.17969
Angelique,S10,37,Fz,0.738,0.21094
Angelique,S10,38,F2,-0.5184,0.64844
Angelique,S10,39,F4,-1.1406,0.82031
Angelique,S10,40,F6,-0.481,0.67969
Angelique,S10,41,F8,0.4676,0.39844
Angelique,S10,42,FT8,-0.9413,0.75781
Angelique,S10,43,FC6,1.2138,0.13281
Angelique,S10,44,FC4,-0.7741,0.75781
Angelique,S10,45,FC2,0.3494,0.36719
Angelique,S10,46,FCz,-0.304,0.60156
Angelique,S10,47,Cz,1.5551,0.08594
Angelique,S10,48,C2,0.7447,0.24219
Angelique,S10,49,C4,1.1941,0.16406
Angelique,S10,50,C6,1.8358,0.02344
Angelique,S10,51,T8,1.2768,0.11719
Angelique,S10,52,TP8,0.5068,0.33594
Angelique,S10,53,CP6,1.4151,0.08594
Angelique,S10,54,CP4,-0.0293,0.53906
