dataset,subject,boost,tdca_z,tdca_p,a1_z,a1_p,roi_z,roi_p,loc_hit,loc_z
Talia,S08,0.1,0.5233767955325652,0.1875,0.31504591500516604,0.3125,-0.9789036840059533,0.78125,False,1.4926760297358943
Talia,S09,0.1,0.37214387202429494,0.1875,0.3368054044589487,0.4375,-0.43457083586641426,0.71875,False,-0.6215569784024081
Talia,S10,0.1,-1.4259947292702744,0.9375,0.35953621284894766,0.4375,0.6103967448415932,0.46875,False,0.4021626245283898
Talia,S11,0.1,0.34238061899613986,0.3125,1.1717380678987386,0.1875,0.6284299464982701,0.28125,False,0.8076464500188218
Talia,S12,0.1,0.33470535289486997,0.3125,0.34632617969247803,0.4375,-0.2832297372053661,0.53125,False,-0.0046980206356677335
Talia,S13,0.1,-1.4260616238882717,0.9375,0.5291852585625757,0.3125,-1.376305252653362,0.96875,False,0.44667676752183466
Talia,S14,0.1,-1.2709892328324495,0.9375,-0.0014499165909094452,0.4375,1.3246358826754312,0.09375,False,0.16365369443523878
Talia,S15,0.1,0.9675087133804182,0.1875,0.41055795819345203,0.4375,1.2515443606874257,0.15625,False,0.6496546334808445
Angelique,S02,0.2,-0.1462654376724941,0.578125,0.18143991698191544,0.484375,1.0424452621517142,0.1796875,False,-0.5012291784502114
Angelique,S03,0.2,0.26563419412572026,0.453125,0.5196092412713925,0.296875,1.4741330423206769,0.0859375,False,1.22757975341756
Angelique,S04,0.2,0.5887749736037062,0.296875,1.5636641857295897,0.046875,1.5559090716415924,0.0703125,True,1.58243815638141
Angelique,S05,0.2,1.4417551018844037,0.078125,1.8200441191158472,0.015625,2.1334943094770025,0.0078125,True,1.5181328541314199
Angelique,S07,0.2,1.0651276311888467,0.234375,0.22402709007596391,0.296875,-0.31511259396775254,0.6171875,True,1.7480794349401656
Angelique,S08,0.2,0.2698684874186014,0.328125,0.6479742628667187,0.296875,0.973579515703178,0.1953125,False,1.6140629952255747
Angelique,S09,0.2,-0.3200948994560151,0.640625,0.9137779656993784,0.171875,0.7605604417372176,0.2734375,False,0.07327672481003705
Angelique,S10,0.2,1.8325512194837947,0.015625,1.9843960450989462,0.015625,1.418726203744837,0.0859375,False,0.7113739176434436
Angelique,S11,0.2,0.544937833352296,0.234375,1.9770375038224253,0.015625,1.071577612146188,0.1796875,True,2.2019338064646816
Angelique,S13,0.2,1.8696801751762837,0.046875,1.60448388395893,0.046875,1.359033481798138,0.1015625,True,2.219374538125081
Angelique,S15,0.2,0.10293672930898037,0.296875,0.6622876414360463,0.234375,0.2944372209957258,0.3671875,False,0.2759309341411981
Angelique,S16,0.2,-1.1467701686903977,0.890625,-0.38995662610092485,0.640625,0.5359170883030195,0.296875,False,-0.3211533871252264
Angelique,S18,0.2,1.0838175331336812,0.140625,0.8337224814286807,0.203125,0.8354125461231572,0.2265625,True,1.4215830133199374
