dataset,subject,modality,font,delta_snr,mean_par_snr,mean_ctrl_snr,delta_erp,mean_par_erp,mean_ctrl_erp
Angelique,S04,NumWoGE,20F/S,-0.25915926694869995,1.6741714477539062,1.9333307147026062,0.1430473029613495,1.142310082912445,0.9992627799510956
Angelique,S05,Dig,1F,-0.503339946269989,1.0916659235954285,1.5950058698654175,-0.09724496304988861,0.4983658045530319,0.5956107676029205
Angelique,S05,Dig,20F/A,0.2673046290874481,1.208785057067871,0.941480427980423,-0.08632312715053558,0.5203906744718552,0.6067138016223907
Angelique,S05,Dig,20F/S,-0.31132999062538147,1.2840440571308136,1.595374047756195,-0.02783319354057312,0.5522654354572296,0.5800986289978027
Angelique,S05,NumWoGE,1F,-0.5910567045211792,1.8709681034088135,2.4620248079299927,-0.02545425295829773,0.7934195697307587,0.8188738226890564
Angelique,S05,NumWoGE,20F/A,0.33926981687545776,1.4581270217895508,1.118857204914093,-0.026507258415222168,0.5831438302993774,0.6096510887145996
Angelique,S05,NumWoGE,20F/S,0.449463814496994,1.050422191619873,0.600958377122879,-0.022822976112365723,0.5926085114479065,0.6154314875602722
Angelique,S07,Dig,1F,-0.4029644727706909,1.2755064964294434,1.6784709692001343,0.03455182909965515,0.5396568477153778,0.5051050186157227
Angelique,S07,Dig,20F/A,0.2866953909397125,1.006069391965866,0.7193740010261536,-0.038617998361587524,0.38076531887054443,0.41938331723213196
Angelique,S07,Dig,20F/S,-0.3687467873096466,0.7577721774578094,1.126518964767456,-0.04768265783786774,0.44139768183231354,0.4890803396701813
Angelique,S07,NumWoGE,1F,1.8198406100273132,3.014115571975708,1.1942749619483948,0.19283191859722137,0.7034497857093811,0.5106178671121597
Angelique,S07,NumWoGE,20F/A,0.26120540499687195,1.4326294660568237,1.1714240610599518,0.12727592885494232,0.5732918083667755,0.4460158795118332
Angelique,S07,NumWoGE,20F/S,1.9168158173561096,2.76533043384552,0.8485146164894104,0.14411811530590057,0.6046337485313416,0.460515633225441
Angelique,S08,Dig,1F,-0.5363577008247375,1.0578699111938477,1.5942276120185852,-0.01876083016395569,0.549087643623352,0.5678484737873077
Angelique,S08,Dig,20F/A,-0.33440034091472626,0.6429497450590134,0.9773500859737396,-0.09608329832553864,0.4726725071668625,0.5687558054924011
Angelique,S08,Dig,20F/S,0.1351260244846344,1.0560825765132904,0.920956552028656,0.051258742809295654,0.4973191171884537,0.446060374379158
Angelique,S08,NumWoGE,1F,0.634380042552948,1.4124201536178589,0.7780401110649109,0.07925856113433838,0.5513402372598648,0.47208167612552643
Angelique,S08,NumWoGE,20F/A,0.4857247769832611,1.6884028315544128,1.2026780545711517,0.049814581871032715,0.5843446254730225,0.5345300436019897
Angelique,S08,NumWoGE,20F/S,0.6157806813716888,1.4977325797080994,0.8819518983364105,0.06484527885913849,0.591595321893692,0.5267500430345535
Angelique,S09,Dig,1F,0.6711286902427673,1.6034972667694092,0.9323685765266418,0.009063631296157837,0.5975567996501923,0.5884931683540344
Angelique,S09,Dig,20F/A,0.2409803569316864,1.3323806524276733,1.091400295495987,0.06005997955799103,0.521311804652214,0.461251825094223
Angelique,S09,Dig,20F/S,-0.11284279823303223,1.0493788123130798,1.162221610546112,0.019279733300209045,0.4647245705127716,0.44544483721256256
Angelique,S09,NumWoGE,1F,0.5337813496589661,1.7229400277137756,1.1891586780548096,0.037918031215667725,0.5910703241825104,0.5531522929668427
Angelique,S09,NumWoGE,20F/A,1.1261000633239746,2.0789319276809692,0.9528318643569946,0.04952703416347504,0.5241326242685318,0.47460559010505676
Angelique,S09,NumWoGE,20F/S,-0.2214057743549347,0.8564991652965546,1.0779049396514893,-0.043655216693878174,0.4678246080875397,0.5114798247814178
Angelique,S10,Dig,1F,0.11861951649188995,1.3602569103240967,1.2416373938322067,0.12898334860801697,0.6948138475418091,0.5658304989337921
Angelique,S10,Dig,20F/A,-0.044670552015304565,0.9018566012382507,0.9465271532535553,0.03143295645713806,0.5254113972187042,0.49397844076156616
Angelique,S10,Dig,20F/S,0.06859707832336426,1.1343528628349304,1.0657557845115662,0.06065346300601959,0.5944491624832153,0.5337956994771957
Angelique,S10,NumWoGE,1F,0.1843775510787964,1.8950506448745728,1.7106730937957764,-0.10864698886871338,0.5658800601959229,0.6745270490646362
Angelique,S10,NumWoGE,20F/A,0.3772318661212921,1.1060281991958618,0.7287963330745697,0.0346481055021286,0.6108156442642212,0.5761675387620926
Angelique,S10,NumWoGE,20F/S,0.48838967084884644,1.6728789806365967,1.1844893097877502,-0.06975129246711731,0.5722355842590332,0.6419868767261505
Angelique,S11,Dig,1F,0.9156444370746613,1.991984635591507,1.0763401985168457,0.07006442546844482,0.7193948924541473,0.6493304669857025
Angelique,S11,Dig,20F/A,-0.4530940651893616,0.9060956835746765,1.359189748764038,0.03892681002616882,0.6926305890083313,0.6537037789821625
Angelique,S11,Dig,20F/S,-0.24152612686157227,1.0980883240699768,1.339614450931549,0.1258144974708557,0.6741591095924377,0.548344612121582
Angelique,S11,NumWoGE,1F,-1.1100186705589294,1.0850121974945068,2.1950308680534363,-0.2711057662963867,0.7665742039680481,1.0376799702644348
Angelique,S11,NumWoGE,20F/A,-0.03512740135192871,1.011873573064804,1.0470009744167328,-0.12791180610656738,0.6517373919487,0.7796491980552673
Angelique,S11,NumWoGE,20F/S,-0.09091842174530029,0.9190822541713715,1.0100006759166718,-0.013347208499908447,0.6651337742805481,0.6784809827804565
Angelique,S13,Dig,1F,0.3384108543395996,2.356558084487915,2.0181472301483154,0.01907402276992798,0.6335582137107849,0.6144841909408569
Angelique,S13,Dig,20F/A,0.9013203382492065,1.7001850008964539,0.7988646626472473,0.12420240044593811,0.6216810047626495,0.4974786043167114
Angelique,S13,Dig,20F/S,0.2896893620491028,1.368053913116455,1.0783645510673523,0.05294784903526306,0.5477322638034821,0.494784414768219
Angelique,S13,NumWoGE,1F,0.6465517282485962,1.6011252403259277,0.9545735120773315,-0.018300801515579224,0.48564212024211884,0.5039429217576981
Angelique,S13,NumWoGE,20F/A,-0.3392878770828247,0.9011484384536743,1.240436315536499,0.15684068202972412,0.7425244450569153,0.5856837630271912
Angelique,S13,NumWoGE,20F/S,-0.07622760534286499,1.273657500743866,1.349885106086731,-0.04305291175842285,0.5463140308856964,0.5893669426441193
Angelique,S15,Dig,1F,0.1950131356716156,1.3091895580291748,1.1141764223575592,0.04389527440071106,0.6593718230724335,0.6154765486717224
Angelique,S15,Dig,20F/A,0.30419978499412537,1.0967066884040833,0.7925069034099579,0.025175780057907104,0.5182486772537231,0.49307289719581604
Angelique,S15,Dig,20F/S,-0.17213335633277893,0.8713110387325287,1.0434443950653076,0.13406816124916077,0.6806097328662872,0.5465415716171265
Angelique,S15,NumWoGE,1F,0.3026871383190155,1.2029162049293518,0.9002290666103363,0.044570982456207275,0.5723679959774017,0.5277970135211945
Angelique,S15,NumWoGE,20F/A,0.5532640814781189,1.9597303867340088,1.40646630525589,0.15249906480312347,0.6769436597824097,0.5244445949792862
Angelique,S15,NumWoGE,20F/S,0.8732981085777283,1.7613830864429474,0.8880849778652191,0.1032090038061142,0.5871727466583252,0.483963742852211
Angelique,S16,Dig,1F,-0.33981043100357056,1.1585848927497864,1.498395323753357,-0.0814693421125412,0.6084178537130356,0.6898871958255768
