dataset,subject,modality,font_label,condition,seq_name,block_id,snr_disc_all,global_SNR_3.75,global_SNR_7.5,global_SNR_11.25,global_SNR_15,global_SNR_18.75,global_logP_3.75,global_logP_7.5,global_logP_11.25,global_logP_15,global_logP_18.75,global_SNR_ratio
Angelique,S22,Dig,1F,Par,sequence_1,S22|Dig|1F|Par,0.5105785727500916,0.5105785727500916,2.304711103439331,0.8655321002006531,5.326603889465332,0.559756338596344,6.116816997528076,6.482321262359619,6.077480316162109,6.783329010009766,5.576039791107178,2.1791183948516846
Angelique,S22,Dig,20F/A,Control,sequence_0,S22|Dig|20F/A|Control,1.5796360969543457,1.5796360969543457,4.797755718231201,0.5028848648071289,1.3069003820419312,0.9298309087753296,6.672659397125244,7.173760414123535,5.713703155517578,6.065154075622559,5.846232891082764,0.6521841883659363
Angelique,S22,Dig,20F/A,Control,sequence_1,S22|Dig|20F/A|Control,0.9630821347236633,0.9630821347236633,6.034046173095703,1.2098318338394165,0.6073556542396545,1.240506887435913,6.426420211791992,7.168003559112549,6.2002739906311035,5.717913627624512,5.9687113761901855,1.1621931791305542
Angelique,S22,Dig,20F/A,Par,sequence_0,S22|Dig|20F/A|Par,1.2373907566070557,1.2373907566070557,5.182230472564697,0.7609294652938843,1.2804421186447144,0.690627932548523,6.676837921142578,7.017965316772461,6.002696990966797,6.0862627029418945,5.871816158294678,1.8954248428344727
Angelique,S22,Dig,20F/A,Par,sequence_1,S22|Dig|20F/A|Par,1.2089660167694092,1.2089660167694092,5.995945930480957,2.076345443725586,2.366751194000244,1.9168232679367065,6.500240325927734,7.126490592956543,6.556291580200195,6.327367782592773,6.207536697387695,0.8358941078186035
Angelique,S22,Dig,20F/S,Control,sequence_0,S22|Dig|20F/S|Control,0.9137262105941772,0.9137262105941772,5.756587028503418,0.8659307360649109,2.341489553451538,0.6993172764778137,6.476118564605713,6.989802360534668,6.047572612762451,6.340829372406006,5.479149341583252,0.688286304473877
Angelique,S22,Dig,20F/S,Control,sequence_1,S22|Dig|20F/S|Control,0.8747855424880981,0.8747855424880981,10.116470336914062,0.4502110779285431,2.019918918609619,1.114976406097412,6.462771892547607,7.419670104980469,5.634202480316162,6.25453519821167,5.779586315155029,0.14606527984142303
Angelique,S22,Dig,20F/S,Par,sequence_0,S22|Dig|20F/S|Par,1.4013574123382568,1.4013574123382568,12.203479766845703,1.0657929182052612,2.415766477584839,1.2967866659164429,6.572033882141113,7.582035064697266,6.06760835647583,6.295209884643555,5.941617488861084,0.2500038743019104
Angelique,S22,Dig,20F/S,Par,sequence_1,S22|Dig|20F/S|Par,2.2564618587493896,2.2564618587493896,5.778787136077881,1.1082520484924316,1.14858078956604,1.1258056163787842,7.0058817863464355,7.238230228424072,6.203464508056641,6.0776262283325195,6.030925750732422,1.2481123208999634
Angelique,S22,NumWoGE,1F,Control,sequence_0,S22|NumWoGE|1F|Control,0.4900742769241333,0.4900742769241333,0.8764756917953491,0.8702197670936584,1.326751947402954,0.892890214920044,6.089183330535889,6.209672451019287,5.990048885345459,5.86184549331665,5.760707378387451,1.9615503549575806
Angelique,S22,NumWoGE,1F,Control,sequence_1,S22|NumWoGE|1F|Control,1.474934458732605,1.474934458732605,3.060783863067627,1.3584965467453003,2.0522987842559814,0.5833070874214172,6.610617160797119,6.754489421844482,6.190495491027832,6.23992919921875,5.6747026443481445,1.0234565734863281
Angelique,S22,NumWoGE,1F,Par,sequence_0,S22|NumWoGE|1F|Par,0.465665340423584,0.465665340423584,3.016796350479126,0.483176052570343,3.2057011127471924,1.6393077373504639,6.0004377365112305,6.779868125915527,5.573599815368652,6.38275671005249,6.07394552230835,0.292349249124527
Angelique,S22,NumWoGE,1F,Par,sequence_1,S22|NumWoGE|1F|Par,0.938567042350769,0.938567042350769,2.508695363998413,1.3307361602783203,1.9581832885742188,0.7140265703201294,6.482904434204102,6.624116897583008,5.990543842315674,6.206418037414551,5.650785446166992,2.262218713760376
Angelique,S22,NumWoGE,20F/A,Control,sequence_0,S22|NumWoGE|20F/A|Control,1.5897715091705322,1.5897715091705322,1.607839584350586,0.6722273826599121,1.9882525205612183,0.8671793937683105,6.6061859130859375,6.499542713165283,5.9106221199035645,6.299387454986572,5.871362686157227,2.25543212890625
